bill_id,table_id,start_time,end_time
417,69,2021-02-12 23:16:51.849337,2021-02-13 00:01:51.849337
419,76,2021-02-10 23:16:51.849337,2021-02-11 00:01:51.849337
422,43,2021-02-07 23:16:51.849337,2021-02-08 00:01:51.849337
426,39,2021-02-03 23:16:51.849337,2021-02-04 00:01:51.849337
432,6,2021-01-28 23:16:51.849337,2021-01-29 00:01:51.849337
433,83,2021-01-27 23:16:51.849337,2021-01-28 00:01:51.849337
436,97,2021-01-24 23:16:51.849337,2021-01-25 00:01:51.849337
438,38,2021-01-22 23:16:51.849337,2021-01-23 00:01:51.849337
439,62,2021-01-21 23:16:51.849337,2021-01-22 00:01:51.849337
440,71,2021-01-20 23:16:51.849337,2021-01-21 00:01:51.849337
441,4,2021-01-19 23:16:51.849337,2021-01-20 00:01:51.849337
442,30,2021-01-18 23:16:51.849337,2021-01-19 00:01:51.849337
443,10,2021-01-17 23:16:51.849337,2021-01-18 00:01:51.849337
445,31,2021-01-15 23:16:51.849337,2021-01-16 00:01:51.849337
447,15,2021-01-13 23:16:51.849337,2021-01-14 00:01:51.849337
449,23,2021-01-11 23:16:51.849337,2021-01-12 00:01:51.849337
450,77,2021-01-10 23:16:51.849337,2021-01-11 00:01:51.849337
451,80,2021-01-09 23:16:51.849337,2021-01-10 00:01:51.849337
453,85,2021-01-07 23:16:51.849337,2021-01-08 00:01:51.849337
454,66,2021-01-06 23:16:51.849337,2021-01-07 00:01:51.849337
456,69,2021-01-04 23:16:51.849337,2021-01-05 00:01:51.849337
458,47,2021-01-02 23:16:51.849337,2021-01-03 00:01:51.849337
459,5,2021-01-01 23:16:51.849337,2021-01-02 00:01:51.849337
460,47,2020-12-31 23:16:51.849337,2021-01-01 00:01:51.849337
461,52,2020-12-30 23:16:51.849337,2020-12-31 00:01:51.849337
462,46,2020-12-29 23:16:51.849337,2020-12-30 00:01:51.849337
463,69,2020-12-28 23:16:51.849337,2020-12-29 00:01:51.849337
466,52,2020-12-25 23:16:51.849337,2020-12-26 00:01:51.849337
467,5,2020-12-24 23:16:51.849337,2020-12-25 00:01:51.849337
468,99,2020-12-23 23:16:51.849337,2020-12-24 00:01:51.849337
472,66,2020-12-19 23:16:51.849337,2020-12-20 00:01:51.849337
473,31,2020-12-18 23:16:51.849337,2020-12-19 00:01:51.849337
477,8,2020-12-14 23:16:51.849337,2020-12-15 00:01:51.849337
480,65,2020-12-11 23:16:51.849337,2020-12-12 00:01:51.849337
481,4,2020-12-10 23:16:51.849337,2020-12-11 00:01:51.849337
482,92,2020-12-09 23:16:51.849337,2020-12-10 00:01:51.849337
483,91,2020-12-08 23:16:51.849337,2020-12-09 00:01:51.849337
484,64,2020-12-07 23:16:51.849337,2020-12-08 00:01:51.849337
490,90,2020-12-01 23:16:51.849337,2020-12-02 00:01:51.849337
491,1,2020-11-30 23:16:51.849337,2020-12-01 00:01:51.849337
497,70,2020-11-24 23:16:51.849337,2020-11-25 00:01:51.849337
499,78,2020-11-22 23:16:51.849337,2020-11-23 00:01:51.849337
501,34,2020-11-20 23:16:51.849337,2020-11-21 00:01:51.849337
505,79,2020-11-16 23:16:51.849337,2020-11-17 00:01:51.849337
506,33,2020-11-15 23:16:51.849337,2020-11-16 00:01:51.849337
507,43,2020-11-14 23:16:51.849337,2020-11-15 00:01:51.849337
509,86,2020-11-12 23:16:51.849337,2020-11-13 00:01:51.849337
511,20,2020-11-10 23:16:51.849337,2020-11-11 00:01:51.849337
512,93,2020-11-09 23:16:51.849337,2020-11-10 00:01:51.849337
513,96,2020-11-08 23:16:51.849337,2020-11-09 00:01:51.849337
515,35,2020-11-06 23:16:51.849337,2020-11-07 00:01:51.849337
518,21,2020-11-03 23:16:51.849337,2020-11-04 00:01:51.849337
522,43,2020-10-30 23:16:51.849337,2020-10-31 00:01:51.849337
523,79,2020-10-29 23:16:51.849337,2020-10-30 00:01:51.849337
524,98,2020-10-28 23:16:51.849337,2020-10-29 00:01:51.849337
525,25,2020-10-27 23:16:51.849337,2020-10-28 00:01:51.849337
526,3,2020-10-26 23:16:51.849337,2020-10-27 00:01:51.849337
529,97,2020-10-23 23:16:51.849337,2020-10-24 00:01:51.849337
530,34,2020-10-22 23:16:51.849337,2020-10-23 00:01:51.849337
532,39,2020-10-20 23:16:51.849337,2020-10-21 00:01:51.849337
533,99,2020-10-19 23:16:51.849337,2020-10-20 00:01:51.849337
534,1,2020-10-18 23:16:51.849337,2020-10-19 00:01:51.849337
535,29,2020-10-17 23:16:51.849337,2020-10-18 00:01:51.849337
540,43,2020-10-12 23:16:51.849337,2020-10-13 00:01:51.849337
543,52,2020-10-09 23:16:51.849337,2020-10-10 00:01:51.849337
544,55,2020-10-08 23:16:51.849337,2020-10-09 00:01:51.849337
545,55,2020-10-07 23:16:51.849337,2020-10-08 00:01:51.849337
549,89,2020-10-03 23:16:51.849337,2020-10-04 00:01:51.849337
551,90,2020-10-01 23:16:51.849337,2020-10-02 00:01:51.849337
555,8,2020-09-27 23:16:51.849337,2020-09-28 00:01:51.849337
556,57,2020-09-26 23:16:51.849337,2020-09-27 00:01:51.849337
557,37,2020-09-25 23:16:51.849337,2020-09-26 00:01:51.849337
559,96,2020-09-23 23:16:51.849337,2020-09-24 00:01:51.849337
560,19,2020-09-22 23:16:51.849337,2020-09-23 00:01:51.849337
561,30,2020-09-21 23:16:51.849337,2020-09-22 00:01:51.849337
562,33,2020-09-20 23:16:51.849337,2020-09-21 00:01:51.849337
565,85,2020-09-17 23:16:51.849337,2020-09-18 00:01:51.849337
567,28,2020-09-15 23:16:51.849337,2020-09-16 00:01:51.849337
568,83,2020-09-14 23:16:51.849337,2020-09-15 00:01:51.849337
569,89,2020-09-13 23:16:51.849337,2020-09-14 00:01:51.849337
570,56,2020-09-12 23:16:51.849337,2020-09-13 00:01:51.849337
571,26,2020-09-11 23:16:51.849337,2020-09-12 00:01:51.849337
573,94,2020-09-09 23:16:51.849337,2020-09-10 00:01:51.849337
575,19,2020-09-07 23:16:51.849337,2020-09-08 00:01:51.849337
576,12,2020-09-06 23:16:51.849337,2020-09-07 00:01:51.849337
579,56,2020-09-03 23:16:51.849337,2020-09-04 00:01:51.849337
580,1,2020-09-02 23:16:51.849337,2020-09-03 00:01:51.849337
581,84,2020-09-01 23:16:51.849337,2020-09-02 00:01:51.849337
582,93,2020-08-31 23:16:51.849337,2020-09-01 00:01:51.849337
583,43,2020-08-30 23:16:51.849337,2020-08-31 00:01:51.849337
586,17,2020-08-27 23:16:51.849337,2020-08-28 00:01:51.849337
587,80,2020-08-26 23:16:51.849337,2020-08-27 00:01:51.849337
589,88,2020-08-24 23:16:51.849337,2020-08-25 00:01:51.849337
595,91,2020-08-18 23:16:51.849337,2020-08-19 00:01:51.849337
596,91,2020-08-17 23:16:51.849337,2020-08-18 00:01:51.849337
598,40,2020-08-15 23:16:51.849337,2020-08-16 00:01:51.849337
599,34,2020-08-14 23:16:51.849337,2020-08-15 00:01:51.849337
600,82,2020-08-13 23:16:51.849337,2020-08-14 00:01:51.849337
601,64,2020-08-12 23:16:51.849337,2020-08-13 00:01:51.849337
604,48,2020-08-09 23:16:51.849337,2020-08-10 00:01:51.849337
605,73,2020-08-08 23:16:51.849337,2020-08-09 00:01:51.849337
606,63,2020-08-07 23:16:51.849337,2020-08-08 00:01:51.849337
607,98,2020-08-06 23:16:51.849337,2020-08-07 00:01:51.849337
610,6,2020-08-03 23:16:51.849337,2020-08-04 00:01:51.849337
611,19,2020-08-02 23:16:51.849337,2020-08-03 00:01:51.849337
612,23,2020-08-01 23:16:51.849337,2020-08-02 00:01:51.849337
613,54,2020-07-31 23:16:51.849337,2020-08-01 00:01:51.849337
614,49,2020-07-30 23:16:51.849337,2020-07-31 00:01:51.849337
615,38,2020-07-29 23:16:51.849337,2020-07-30 00:01:51.849337
616,85,2020-07-28 23:16:51.849337,2020-07-29 00:01:51.849337
617,46,2020-07-27 23:16:51.849337,2020-07-28 00:01:51.849337
619,71,2020-07-25 23:16:51.849337,2020-07-26 00:01:51.849337
625,73,2020-07-19 23:16:51.849337,2020-07-20 00:01:51.849337
626,38,2020-07-18 23:16:51.849337,2020-07-19 00:01:51.849337
628,78,2020-07-16 23:16:51.849337,2020-07-17 00:01:51.849337
632,36,2020-07-12 23:16:51.849337,2020-07-13 00:01:51.849337
634,45,2020-07-10 23:16:51.849337,2020-07-11 00:01:51.849337
635,60,2020-07-09 23:16:51.849337,2020-07-10 00:01:51.849337
636,8,2020-07-08 23:16:51.849337,2020-07-09 00:01:51.849337
637,28,2020-07-07 23:16:51.849337,2020-07-08 00:01:51.849337
638,57,2020-07-06 23:16:51.849337,2020-07-07 00:01:51.849337
639,42,2020-07-05 23:16:51.849337,2020-07-06 00:01:51.849337
641,42,2020-07-03 23:16:51.849337,2020-07-04 00:01:51.849337
647,59,2020-06-27 23:16:51.849337,2020-06-28 00:01:51.849337
648,98,2020-06-26 23:16:51.849337,2020-06-27 00:01:51.849337
650,69,2020-06-24 23:16:51.849337,2020-06-25 00:01:51.849337
652,16,2020-06-22 23:16:51.849337,2020-06-23 00:01:51.849337
656,70,2020-06-18 23:16:51.849337,2020-06-19 00:01:51.849337
657,47,2020-06-17 23:16:51.849337,2020-06-18 00:01:51.849337
659,74,2020-06-15 23:16:51.849337,2020-06-16 00:01:51.849337
660,51,2020-06-14 23:16:51.849337,2020-06-15 00:01:51.849337
662,52,2020-06-12 23:16:51.849337,2020-06-13 00:01:51.849337
663,82,2020-06-11 23:16:51.849337,2020-06-12 00:01:51.849337
664,15,2020-06-10 23:16:51.849337,2020-06-11 00:01:51.849337
667,45,2020-06-07 23:16:51.849337,2020-06-08 00:01:51.849337
668,63,2020-06-06 23:16:51.849337,2020-06-07 00:01:51.849337
670,20,2020-06-04 23:16:51.849337,2020-06-05 00:01:51.849337
671,69,2020-06-03 23:16:51.849337,2020-06-04 00:01:51.849337
673,32,2020-06-01 23:16:51.849337,2020-06-02 00:01:51.849337
675,34,2020-05-30 23:16:51.849337,2020-05-31 00:01:51.849337
676,32,2020-05-29 23:16:51.849337,2020-05-30 00:01:51.849337
678,79,2020-05-27 23:16:51.849337,2020-05-28 00:01:51.849337
679,63,2020-05-26 23:16:51.849337,2020-05-27 00:01:51.849337
681,5,2020-05-24 23:16:51.849337,2020-05-25 00:01:51.849337
683,15,2020-05-22 23:16:51.849337,2020-05-23 00:01:51.849337
685,10,2020-05-20 23:16:51.849337,2020-05-21 00:01:51.849337
686,95,2020-05-19 23:16:51.849337,2020-05-20 00:01:51.849337
687,72,2020-05-18 23:16:51.849337,2020-05-19 00:01:51.849337
688,8,2020-05-17 23:16:51.849337,2020-05-18 00:01:51.849337
694,26,2020-05-11 23:16:51.849337,2020-05-12 00:01:51.849337
695,93,2020-05-10 23:16:51.849337,2020-05-11 00:01:51.849337
696,16,2020-05-09 23:16:51.849337,2020-05-10 00:01:51.849337
698,41,2020-05-07 23:16:51.849337,2020-05-08 00:01:51.849337
700,33,2020-05-05 23:16:51.849337,2020-05-06 00:01:51.849337
701,93,2020-05-04 23:16:51.849337,2020-05-05 00:01:51.849337
704,6,2020-05-01 23:16:51.849337,2020-05-02 00:01:51.849337
705,84,2020-04-30 23:16:51.849337,2020-05-01 00:01:51.849337
706,10,2020-04-29 23:16:51.849337,2020-04-30 00:01:51.849337
711,38,2020-04-24 23:16:51.849337,2020-04-25 00:01:51.849337
712,97,2020-04-23 23:16:51.849337,2020-04-24 00:01:51.849337
713,24,2020-04-22 23:16:51.849337,2020-04-23 00:01:51.849337
714,72,2020-04-21 23:16:51.849337,2020-04-22 00:01:51.849337
715,67,2020-04-20 23:16:51.849337,2020-04-21 00:01:51.849337
721,52,2020-04-14 23:16:51.849337,2020-04-15 00:01:51.849337
723,99,2020-04-12 23:16:51.849337,2020-04-13 00:01:51.849337
726,2,2020-04-09 23:16:51.849337,2020-04-10 00:01:51.849337
729,16,2020-04-06 23:16:51.849337,2020-04-07 00:01:51.849337
731,5,2020-04-04 23:16:51.849337,2020-04-05 00:01:51.849337
734,36,2020-04-01 23:16:51.849337,2020-04-02 00:01:51.849337
735,8,2020-03-31 23:16:51.849337,2020-04-01 00:01:51.849337
736,68,2020-03-30 23:16:51.849337,2020-03-31 00:01:51.849337
