bill_id,dish_id,quantity,rating
371,27,5,3
371,6,2,0
373,3,4,1
373,4,1,4
374,26,3,0
375,25,2,0
375,9,4,4
375,5,5,3
375,12,5,5
375,22,5,null
377,28,2,0
377,20,5,3
377,1,3,3
377,16,4,0
378,30,1,null
384,21,1,3
385,28,1,3
385,13,1,4
386,31,4,0
386,29,5,1
386,11,2,1
386,14,5,0
386,23,1,0
386,20,5,0
388,26,5,0
388,18,4,2
388,21,4,0
388,14,5,5
389,11,1,5
389,6,2,0
389,10,3,4
393,22,1,0
394,30,2,1
394,9,4,0
394,5,2,null
394,13,4,null
395,12,3,null
395,26,2,5
397,2,5,4
397,13,1,0
397,20,2,1
397,7,3,1
397,26,3,3
397,1,2,2
399,10,4,5
399,11,3,4
399,26,5,3
399,15,5,1
402,9,2,4
402,18,1,5
402,8,3,null
402,10,5,1
402,4,1,5
403,10,1,0
403,1,2,4
403,20,3,1
403,2,2,5
403,13,2,3
404,15,4,2
408,24,1,2
408,8,3,null
408,20,1,null
408,11,5,2
408,25,3,5
411,20,1,5
411,30,4,null
411,9,4,5
411,22,4,3
411,25,5,2
411,6,3,1
412,1,1,4
412,4,3,5
412,24,1,4
412,21,1,3
414,14,2,null
414,19,3,4
414,11,1,0
414,21,2,3
414,10,4,2
414,5,2,5
415,13,3,3
415,9,2,2
415,2,4,0
415,17,3,2
415,5,3,1
415,4,5,1
416,24,3,3
416,9,5,5
416,21,5,4
416,7,5,null
418,3,3,null
418,10,4,3
418,28,1,null
418,20,2,null
420,25,3,2
420,13,5,0
420,20,3,5
421,16,5,0
421,14,5,1
421,25,1,4
421,20,5,null
421,28,5,4
421,1,3,0
423,14,5,3
424,7,1,4
424,18,1,2
424,3,4,0
424,12,2,4
425,17,2,2
427,7,1,2
428,17,1,0
428,20,2,2
428,4,1,null
428,11,5,5
428,7,2,0
429,20,5,2
429,3,4,null
429,21,2,1
429,9,3,2
429,12,5,5
429,1,1,5
430,20,5,4
431,27,4,3
431,9,5,4
434,13,5,3
434,7,1,0
434,24,4,4
434,30,2,null
434,15,3,5
434,6,2,5
435,8,2,null
435,6,1,3
435,20,3,5
437,5,4,5
437,21,3,null
437,1,2,null
437,14,4,0
437,9,3,0
437,3,4,5
444,9,3,null
444,22,1,1
444,12,1,0
444,3,1,5
446,2,5,4
446,29,1,0
446,25,5,5
446,23,3,2
448,30,5,4
452,27,2,0
455,30,3,4
455,4,1,null
455,21,5,3
457,24,5,4
457,5,3,0
457,11,5,3
457,3,2,2
457,28,2,4
457,2,5,0
464,12,5,2
464,24,2,0
464,11,4,3
464,8,1,2
465,6,5,3
465,18,2,2
469,18,1,1
470,15,3,4
471,29,5,2
471,26,5,4
474,11,4,3
474,27,1,2
474,25,5,5
474,22,2,2
475,14,2,null
475,13,2,5
475,31,3,3
476,25,4,5
476,11,3,3
476,10,2,null
476,31,4,0
476,28,5,5
478,20,5,4
478,15,5,2
479,21,2,null
479,23,3,0
485,24,4,1
485,20,5,1
485,14,5,4
485,29,3,4
485,31,4,1
485,6,4,1
486,28,4,1
486,6,4,5
487,31,4,null
487,18,3,0
487,14,3,3
487,23,3,1
488,8,4,null
488,21,2,null
488,17,4,1
488,1,3,5
489,30,4,null
492,9,2,3
493,3,1,2
493,28,2,4
493,1,1,2
494,22,1,0
495,11,5,3
495,25,1,2
496,16,5,5
496,5,5,0
496,11,2,2
496,17,4,4
496,23,1,0
498,14,4,4
498,3,2,0
498,9,4,3
498,7,4,1
498,19,5,4
498,1,5,1
500,28,4,null
500,26,5,2
500,15,3,4
500,6,1,1
500,4,2,0
500,16,2,5
502,10,5,0
502,31,4,3
503,2,4,3
503,6,2,3
504,2,1,4
504,11,2,5
504,8,4,5
508,2,5,5
508,30,2,4
508,17,1,null
508,22,5,4
508,19,2,3
508,6,2,3
510,22,1,0
510,13,5,5
514,27,2,2
514,10,1,5
514,1,4,0
514,31,1,null
514,25,5,5
516,13,1,4
516,6,5,5
516,10,1,3
516,14,3,0
516,2,5,3
516,11,4,0
517,17,4,2
517,15,4,null
519,19,4,1
519,30,4,3
519,2,2,null
519,12,5,2
520,12,3,1
520,7,3,4
520,31,5,3
520,21,3,1
520,5,2,0
520,19,3,3
521,23,3,5
521,24,4,null
521,14,5,1
521,13,1,1
521,17,3,4
521,8,2,0
527,4,4,5
527,29,3,null
527,2,5,2
527,21,1,4
528,31,4,4
528,20,3,null
528,28,2,1
531,30,2,0
536,31,4,5
536,7,2,0
537,29,3,1
537,9,1,2
538,3,2,2
538,23,3,4
538,26,5,5
538,10,4,2
539,7,4,0
539,21,2,5
539,19,4,4
541,17,4,1
541,25,5,0
541,21,4,4
542,13,2,2
542,8,3,5
546,16,4,2
546,4,5,null
546,19,1,1
547,9,3,0
548,14,3,5
548,23,4,null
548,18,1,5
550,7,4,5
552,7,1,5
552,29,4,5
552,20,1,1
552,30,4,3
552,15,3,2
553,12,1,4
554,31,3,4
554,26,4,2
558,19,4,null
558,17,3,2
563,28,3,null
563,27,2,2
563,10,1,5
563,6,1,0
564,29,4,3
564,24,4,null
564,15,5,null
566,16,2,null
566,22,3,4
572,12,4,3
574,4,2,3
574,16,1,1
574,25,1,0
574,9,3,3
574,21,2,3
574,12,5,0
577,17,5,5
577,1,5,2
577,11,2,5
577,3,5,5
578,21,4,3
578,16,3,2
578,4,5,1
584,4,4,3
585,27,2,2
585,3,4,3
585,8,3,null
585,11,3,1
585,25,4,4
588,23,3,4
590,3,1,5
590,31,2,3
590,28,4,1
590,12,3,null
590,24,4,1
591,12,4,2
592,8,2,null
592,27,5,4
592,7,5,0
593,16,1,1
593,9,3,1
594,20,2,3
594,21,5,0
594,17,2,1
594,5,1,4
594,25,3,0
597,17,5,0
597,27,1,5
597,28,4,2
602,10,1,0
602,17,3,5
602,23,1,null
603,10,2,0
603,14,4,0
603,20,5,2
603,13,2,5
603,16,4,3
608,26,5,4
608,25,5,0
608,14,4,null
608,27,4,null
609,26,1,null
609,2,3,3
609,19,1,1
609,22,2,null
609,15,2,0
609,10,4,4
618,9,5,2
618,5,4,4
618,21,2,4
620,29,2,2
620,12,1,4
620,6,1,null
620,28,3,2
620,14,3,null
621,19,4,1
622,17,3,5
622,9,4,0
623,6,5,3
623,27,1,5
623,25,5,2
623,3,1,0
623,24,4,2
624,30,5,1
624,7,4,0
624,1,1,1
624,12,1,2
624,26,5,null
627,23,5,3
627,13,1,2
627,17,2,0
629,24,4,null
629,13,4,3
629,27,1,null
629,8,4,1
629,2,1,3
629,23,4,1
630,5,4,1
630,22,4,3
630,16,4,3
630,20,2,1
631,22,4,5
631,3,3,0
631,31,3,3
631,12,4,5
631,15,1,1
631,1,5,null
633,9,5,2
633,8,2,3
633,20,2,5
640,31,3,5
640,19,3,null
640,12,3,0
640,22,5,1
640,6,3,0
642,29,3,null
642,23,3,5
643,6,3,2
644,14,1,2
644,26,4,0
644,25,5,2
645,20,1,5
646,18,1,3
646,11,3,5
649,18,2,2
649,21,3,null
649,27,3,0
649,23,5,5
649,4,5,null
651,11,3,3
651,30,1,0
651,2,1,2
651,23,4,2
651,7,5,5
653,2,1,3
654,15,5,null
655,13,2,5
655,6,3,2
655,11,3,2
655,23,2,5
658,10,2,5
658,24,4,2
658,19,5,1
658,17,4,2
661,4,3,5
661,16,3,3
665,13,5,5
665,22,5,2
665,25,2,5
665,17,1,2
665,2,3,1
666,14,2,3
669,11,4,2
669,20,4,3
669,22,4,5
672,23,2,1
672,17,2,4
674,3,1,null
674,25,3,2
677,8,5,null
677,17,2,5
677,10,2,3
677,16,3,null
677,30,2,4
680,23,3,2
680,16,1,1
680,10,1,null
680,4,3,1
680,31,1,2
680,17,3,4
682,20,1,5
682,16,1,5
684,11,4,2
684,5,4,1
684,9,1,1
689,26,5,3
689,1,1,2
689,6,5,2
689,31,3,0
690,21,3,2
690,4,3,3
690,9,3,null
690,3,5,2
690,28,1,5
690,24,3,2
691,25,3,4
691,4,3,4
692,31,3,0
692,5,5,null
692,16,1,1
693,19,2,null
697,4,1,0
697,12,5,5
697,30,4,0
697,6,5,3
697,22,2,3
697,17,4,5
699,21,5,3
699,1,1,null
699,13,4,3
699,14,2,1
702,17,4,null
702,10,5,1
702,30,5,null
703,27,4,3
703,6,5,2
703,30,3,0
703,17,4,2
703,3,4,0
703,22,3,5
707,17,5,null
707,21,2,2
707,13,4,4
707,1,5,2
708,8,3,null
708,9,1,1
708,16,3,4
708,11,1,5
709,10,5,4
710,26,4,3
710,25,1,1
716,22,4,0
716,2,5,3
716,11,3,4
716,6,5,2
716,15,2,5
716,1,2,5
717,11,2,2
717,15,1,4
717,8,4,0
717,20,3,1
717,30,4,4
718,9,4,4
718,8,4,3
718,11,3,5
718,30,1,0
718,25,4,4
719,23,3,2
720,11,4,4
720,16,2,1
720,10,1,2
720,4,5,0
720,29,2,5
722,22,4,0
722,8,2,null
722,20,4,3
722,2,1,1
724,31,4,1
724,25,5,3
724,28,2,3
725,16,5,0
725,3,5,2
725,2,4,0
725,15,1,2
725,20,5,0
725,13,5,1
727,6,3,5
727,26,4,3
727,24,1,0
727,3,4,4
727,30,3,1
728,5,5,0
728,15,3,1
728,24,5,3
730,13,5,0
730,26,5,1
732,31,5,2
732,24,3,4
732,2,4,2
733,17,2,3
733,29,3,0
733,25,4,null
733,13,1,1
733,5,4,3
733,19,3,4
737,8,1,4
737,24,4,3
737,12,3,0
737,17,2,0
739,11,1,null
740,3,2,1
740,17,3,0
740,10,3,null
741,27,2,null
742,31,3,3
742,19,5,null
743,30,2,1
743,14,1,null
743,17,3,null
747,18,4,null
747,8,5,null
747,2,3,1
747,21,5,0
747,14,3,3
747,5,3,null
749,15,1,4
750,17,1,2
752,17,3,4
752,2,2,0
752,25,2,0
752,15,5,1
752,24,1,3
752,8,2,5
754,28,4,5
754,20,1,5
754,9,2,3
754,30,1,4
755,13,1,5
759,16,4,4
759,15,2,3
759,2,4,1
759,13,4,2
759,9,3,2
760,15,1,null
760,7,4,null
760,28,4,4
761,10,5,0
761,9,2,null
761,30,2,null
761,4,1,2
761,27,3,0
762,10,1,2
762,12,4,0
762,16,1,1
764,26,5,5
764,2,3,2
764,15,3,1
766,27,3,5
766,17,1,5
766,28,1,3
766,26,3,4
766,5,5,2
766,1,3,0
767,24,2,4
767,30,1,null
767,29,3,5
776,26,1,2
776,31,3,1
776,16,3,4
776,12,4,null
779,20,2,null
779,29,4,null
779,18,3,3
781,30,3,3
781,21,4,2
781,4,2,1
781,11,2,3
781,24,1,5
782,4,4,3
782,13,5,3
782,24,3,4
782,11,2,4
783,14,1,5
783,31,2,5
783,19,3,5
783,18,2,3
784,1,4,4
784,31,4,1
785,3,4,1
786,17,5,5
786,13,1,5
786,4,5,null
786,28,4,4
787,21,1,null
788,29,5,1
788,9,3,0
788,28,1,5
794,12,2,1
794,13,3,3
796,5,3,null
796,14,3,0
796,2,1,5
796,17,5,2
796,24,4,null
796,29,1,1
797,28,3,null
797,3,2,4
797,18,5,5
798,13,3,3
801,13,5,3
801,14,2,2
801,29,4,1
802,15,4,2
802,14,5,5
802,16,5,null
802,20,3,2
802,22,3,3
802,18,1,2
804,16,4,null
806,19,5,4
806,21,4,1
806,22,2,5
806,13,1,5
806,9,1,null
807,27,2,5
807,31,4,2
807,19,4,null
808,31,5,3
808,4,2,3
808,22,4,0
808,7,1,4
808,16,2,4
808,8,2,4
809,24,5,3
809,21,2,4
809,8,3,4
809,11,2,3
809,27,3,2
809,20,3,1
810,19,5,0
810,27,4,5
810,2,5,4
810,25,3,null
810,1,5,2
810,30,4,1
811,7,2,3
811,19,5,4
811,28,5,2
811,10,5,null
811,25,5,3
812,12,4,4
813,25,3,null
813,24,3,1
813,7,4,5
813,1,5,1
813,5,1,0
814,22,1,1
815,26,2,2
822,23,3,null
822,27,1,4
822,21,5,2
822,17,3,2
822,5,5,3
822,12,5,1
826,15,1,1
826,11,1,2
826,28,4,0
826,7,1,3
827,15,4,2
827,28,1,3
827,24,2,1
827,8,4,2
827,22,1,null
827,6,5,5
828,4,2,2
828,3,2,1
828,13,3,3
829,6,5,0
829,18,1,2
829,30,3,2
829,3,5,0
829,4,4,5
829,28,3,1
831,5,1,3
833,29,5,3
833,15,2,3
833,2,4,5
837,10,3,1
837,28,5,5
837,16,2,null
837,30,2,0
837,12,2,0
837,31,4,1
846,19,1,1
846,28,5,null
846,1,4,2
846,5,2,1
846,14,1,0
846,4,4,3
847,11,5,3
847,7,2,1
847,22,5,4
847,23,1,0
847,8,4,0
848,5,1,3
849,9,4,1
849,6,2,4
849,5,5,1
849,16,2,0
852,18,2,0
852,19,4,5
853,24,2,0
853,29,4,2
854,12,1,2
854,7,1,0
854,18,1,3
854,28,1,0
854,23,3,0
855,7,4,5
856,16,1,5
856,24,2,4
856,29,4,2
856,17,3,null
856,8,1,3
857,6,2,5
858,5,4,0
858,29,3,3
860,15,5,4
862,11,2,null
862,16,4,1
862,23,5,3
862,20,2,0
862,17,3,4
864,31,5,1
865,29,3,4
865,31,2,3
865,1,2,1
866,27,2,null
866,23,5,3
866,9,2,4
866,8,2,1
866,10,1,3
868,2,4,5
869,19,5,3
869,28,4,0
869,22,2,4
869,1,4,5
869,18,1,null
871,20,1,2
871,15,3,2
872,8,4,null
872,9,1,4
872,21,5,1
872,29,5,0
874,20,3,3
874,21,1,4
874,4,4,null
874,23,1,0
874,14,1,2
874,18,1,5
875,31,1,0
875,4,2,1
878,28,5,5
878,23,5,3
878,13,2,4
878,3,3,0
878,22,5,1
878,29,5,3
881,2,4,3
881,1,1,2
881,29,4,0
881,20,5,4
881,18,2,4
883,23,4,1
888,25,5,2
888,21,4,null
889,17,1,4
892,31,5,4
894,22,5,3
894,9,2,5
897,20,5,1
897,24,3,null
897,3,2,null
897,29,2,null
897,14,2,2
898,17,1,2
898,4,1,3
898,28,4,2
898,10,3,2
898,14,5,0
898,16,5,0
903,23,2,1
903,19,2,0
903,18,4,1
903,16,3,0
904,9,2,4
904,1,1,null
904,28,4,2
905,21,1,5
905,13,2,1
905,25,1,4
906,18,2,4
906,17,2,null
907,27,4,4
907,5,5,null
907,1,5,2
907,16,1,1
907,2,3,0
909,10,3,4
911,14,3,2
911,11,2,0
911,6,5,2
911,30,1,1
911,4,1,4
914,25,2,4
914,21,4,1
914,8,2,4
916,25,5,4
916,23,1,2
918,11,4,0
918,20,2,1
918,16,5,4
918,14,5,4
918,26,3,1
918,21,5,1
922,16,3,5
922,23,5,1
922,13,4,1
922,19,4,0
922,9,3,0
922,31,3,0
925,1,1,2
925,16,2,0
925,24,4,4
927,1,4,2
927,5,1,4
927,7,5,5
927,27,4,5
928,23,2,5
929,4,4,2
929,26,2,0
929,30,4,null
929,16,2,null
929,9,1,5
933,9,1,4
933,18,4,null
934,8,1,2
934,10,5,0
934,18,3,0
934,20,2,1
934,16,1,null
934,27,4,5
935,4,4,2
935,19,1,1
935,15,3,null
935,13,2,5
936,3,1,4
937,2,3,2
938,23,1,5
938,15,2,0
938,12,4,null
938,16,4,1
938,1,1,3
939,6,4,4
939,16,2,null
939,20,5,2
939,29,4,0
939,22,4,5
941,8,5,null
941,11,2,1
942,25,3,4
943,19,3,1
947,9,5,null
947,30,4,5
947,11,1,5
947,31,4,5
947,24,2,0
948,11,1,4
948,25,2,4
948,30,2,4
948,19,5,3
951,26,5,4
952,11,4,1
952,13,3,1
952,21,1,0
952,10,1,0
952,15,2,null
955,27,5,3
955,10,5,4
956,11,4,4
956,2,2,1
956,9,4,4
956,16,1,4
956,17,1,2
956,14,5,null
958,19,5,0
958,18,4,5
958,28,1,null
958,10,5,5
962,19,3,3
962,15,2,null
962,1,1,5
962,14,4,3
963,29,5,5
963,11,2,5
963,27,2,3
963,23,2,0
965,29,3,4
965,25,3,1
965,4,5,2
966,2,5,1
967,19,5,3
971,2,4,3
971,9,2,4
971,18,5,1
975,4,5,5
975,26,3,1
975,10,2,5
976,17,4,null
976,6,4,2
976,16,5,null
978,22,5,5
978,31,2,0
978,7,4,5
978,20,4,null
978,17,3,5
979,5,4,1
979,24,4,3
979,30,1,5
979,7,1,5
979,20,1,0
984,31,3,2
984,8,3,2
984,20,2,5
984,23,1,4
985,14,2,2
985,15,3,5
985,7,1,3
985,22,1,1
989,29,2,4
989,10,3,3
990,24,1,3
995,1,3,2
995,21,4,5
995,4,5,1
995,13,1,3
996,4,3,4
996,25,5,2
996,3,5,3
996,28,4,null
996,29,5,2
997,23,4,null
997,11,2,0
998,7,4,2
998,4,2,3
998,21,5,null
998,14,3,2
1000,26,4,0
1000,27,2,3
1000,12,1,null
1002,15,5,0
1002,5,4,5
1002,14,3,2
1004,17,2,2
1004,24,2,3
1004,9,3,3
1004,1,5,2
1009,14,3,1
1009,12,3,3
1009,30,3,0
1009,5,1,null
1010,27,1,2
1010,6,4,5
1010,17,2,4
1011,2,5,4
1011,27,3,0
1011,10,4,3
1011,18,1,4
1012,31,3,5
1012,14,5,3
1012,13,3,3
1012,19,1,4
1014,15,3,5
1014,17,1,4
1014,21,2,4
1014,5,5,3
1014,7,3,2
1015,26,5,0
1015,2,4,1
1015,8,5,4
1015,16,2,1
1015,12,5,0
1016,24,5,null
1016,21,2,2
1016,16,4,4
1016,30,1,null
1016,25,4,0
1017,17,4,3
1017,19,5,3
1017,15,1,5
1017,29,4,2
1017,31,3,1
1017,10,3,3
1019,21,4,5
1021,19,3,3
1022,28,4,4
1022,27,5,4
1022,30,3,5
1025,28,1,2
1025,16,1,0
1025,21,2,5
1025,19,4,0
1025,7,5,3
1025,17,3,0
1026,4,5,null
1026,20,1,3
1026,10,4,1
1026,24,2,2
1029,4,4,2
1029,18,2,2
1029,26,2,1
1029,10,2,4
1029,30,3,1
1030,6,4,0
1030,5,4,5
1030,13,2,3
1031,4,2,2
1031,23,4,1
1031,6,4,2
1032,21,1,0
1032,9,1,2
1032,8,4,2
1034,19,3,3
1034,4,1,1
1034,22,5,2
1035,28,4,4
1035,13,2,1
1035,9,3,2
1035,19,3,5
1035,25,1,1
1035,14,2,0
1041,26,1,2
1041,9,5,null
1041,3,3,2
