customer_id,bill_time,order_type,rating
990,2022-02-24 00:06:51.849337,online delivery,1
124,2022-02-23 00:06:51.849337,dine-in,2
360,2022-02-22 00:06:51.849337,dine-in,null
71,2022-02-21 00:06:51.849337,online delivery,4
273,2022-02-20 00:06:51.849337,dine-in,null
952,2022-02-19 00:06:51.849337,online delivery,4
742,2022-02-18 00:06:51.849337,online delivery,5
949,2022-02-17 00:06:51.849337,dine-in,0
738,2022-02-16 00:06:51.849337,online delivery,3
827,2022-02-15 00:06:51.849337,online delivery,1
936,2022-02-14 00:06:51.849337,online delivery,3
300,2022-02-13 00:06:51.849337,dine-in,2
130,2022-02-12 00:06:51.849337,online delivery,4
611,2022-02-11 00:06:51.849337,online delivery,3
805,2022-02-10 00:06:51.849337,dine-in,5
376,2022-02-09 00:06:51.849337,dine-in,0
386,2022-02-08 00:06:51.849337,online delivery,3
654,2022-02-07 00:06:51.849337,dine-in,0
166,2022-02-06 00:06:51.849337,online delivery,2
404,2022-02-05 00:06:51.849337,dine-in,null
262,2022-02-04 00:06:51.849337,online delivery,4
293,2022-02-03 00:06:51.849337,dine-in,1
457,2022-02-02 00:06:51.849337,dine-in,null
428,2022-02-01 00:06:51.849337,online delivery,5
168,2022-01-31 00:06:51.849337,online delivery,5
604,2022-01-30 00:06:51.849337,dine-in,null
2,2022-01-29 00:06:51.849337,online delivery,5
380,2022-01-28 00:06:51.849337,online delivery,null
312,2022-01-27 00:06:51.849337,online delivery,3
986,2022-01-26 00:06:51.849337,dine-in,4
254,2022-01-25 00:06:51.849337,online delivery,null
794,2022-01-24 00:06:51.849337,dine-in,0
975,2022-01-23 00:06:51.849337,dine-in,3
713,2022-01-22 00:06:51.849337,dine-in,2
605,2022-01-21 00:06:51.849337,online delivery,3
284,2022-01-20 00:06:51.849337,dine-in,3
475,2022-01-19 00:06:51.849337,online delivery,4
86,2022-01-18 00:06:51.849337,dine-in,4
866,2022-01-17 00:06:51.849337,online delivery,1
133,2022-01-16 00:06:51.849337,online delivery,1
839,2022-01-15 00:06:51.849337,dine-in,0
776,2022-01-14 00:06:51.849337,online delivery,3
868,2022-01-13 00:06:51.849337,dine-in,5
219,2022-01-12 00:06:51.849337,dine-in,5
207,2022-01-11 00:06:51.849337,dine-in,1
674,2022-01-10 00:06:51.849337,dine-in,5
293,2022-01-09 00:06:51.849337,dine-in,1
548,2022-01-08 00:06:51.849337,online delivery,0
575,2022-01-07 00:06:51.849337,online delivery,null
685,2022-01-06 00:06:51.849337,dine-in,5
678,2022-01-05 00:06:51.849337,dine-in,5
136,2022-01-04 00:06:51.849337,online delivery,1
404,2022-01-03 00:06:51.849337,online delivery,5
954,2022-01-02 00:06:51.849337,online delivery,5
332,2022-01-01 00:06:51.849337,dine-in,5
17,2021-12-31 00:06:51.849337,online delivery,0
913,2021-12-30 00:06:51.849337,online delivery,1
439,2021-12-29 00:06:51.849337,dine-in,5
966,2021-12-28 00:06:51.849337,dine-in,4
880,2021-12-27 00:06:51.849337,online delivery,5
618,2021-12-26 00:06:51.849337,dine-in,5
64,2021-12-25 00:06:51.849337,dine-in,3
559,2021-12-24 00:06:51.849337,dine-in,5
732,2021-12-23 00:06:51.849337,dine-in,3
774,2021-12-22 00:06:51.849337,dine-in,0
345,2021-12-21 00:06:51.849337,online delivery,5
277,2021-12-20 00:06:51.849337,dine-in,3
330,2021-12-19 00:06:51.849337,dine-in,1
51,2021-12-18 00:06:51.849337,dine-in,3
938,2021-12-17 00:06:51.849337,online delivery,1
680,2021-12-16 00:06:51.849337,dine-in,0
468,2021-12-15 00:06:51.849337,online delivery,3
191,2021-12-14 00:06:51.849337,dine-in,5
280,2021-12-13 00:06:51.849337,online delivery,4
73,2021-12-12 00:06:51.849337,dine-in,4
478,2021-12-11 00:06:51.849337,online delivery,4
831,2021-12-10 00:06:51.849337,online delivery,4
530,2021-12-09 00:06:51.849337,online delivery,0
858,2021-12-08 00:06:51.849337,online delivery,2
603,2021-12-07 00:06:51.849337,dine-in,4
172,2021-12-06 00:06:51.849337,dine-in,0
775,2021-12-05 00:06:51.849337,online delivery,3
557,2021-12-04 00:06:51.849337,online delivery,3
188,2021-12-03 00:06:51.849337,dine-in,4
692,2021-12-02 00:06:51.849337,online delivery,3
601,2021-12-01 00:06:51.849337,dine-in,4
597,2021-11-30 00:06:51.849337,dine-in,4
476,2021-11-29 00:06:51.849337,online delivery,1
868,2021-11-28 00:06:51.849337,dine-in,4
87,2021-11-27 00:06:51.849337,online delivery,null
353,2021-11-26 00:06:51.849337,dine-in,3
416,2021-11-25 00:06:51.849337,dine-in,3
424,2021-11-24 00:06:51.849337,online delivery,null
424,2021-11-23 00:06:51.849337,dine-in,5
574,2021-11-22 00:06:51.849337,online delivery,3
871,2021-11-21 00:06:51.849337,online delivery,null
790,2021-11-20 00:06:51.849337,dine-in,4
612,2021-11-19 00:06:51.849337,dine-in,1
4,2021-11-18 00:06:51.849337,dine-in,4
782,2021-11-17 00:06:51.849337,online delivery,0
878,2021-11-16 00:06:51.849337,dine-in,5
674,2021-11-15 00:06:51.849337,dine-in,3
3,2021-11-14 00:06:51.849337,dine-in,4
997,2021-11-13 00:06:51.849337,online delivery,null
586,2021-11-12 00:06:51.849337,dine-in,0
317,2021-11-11 00:06:51.849337,dine-in,5
32,2021-11-10 00:06:51.849337,dine-in,4
125,2021-11-09 00:06:51.849337,dine-in,1
72,2021-11-08 00:06:51.849337,dine-in,5
419,2021-11-07 00:06:51.849337,dine-in,3
883,2021-11-06 00:06:51.849337,dine-in,null
818,2021-11-05 00:06:51.849337,online delivery,2
319,2021-11-04 00:06:51.849337,online delivery,4
492,2021-11-03 00:06:51.849337,dine-in,4
583,2021-11-02 00:06:51.849337,online delivery,5
6,2021-11-01 00:06:51.849337,online delivery,1
723,2021-10-31 00:06:51.849337,dine-in,4
195,2021-10-30 00:06:51.849337,online delivery,3
238,2021-10-29 00:06:51.849337,dine-in,0
347,2021-10-28 00:06:51.849337,dine-in,1
664,2021-10-27 00:06:51.849337,online delivery,2
716,2021-10-26 00:06:51.849337,dine-in,3
84,2021-10-25 00:06:51.849337,online delivery,5
603,2021-10-24 00:06:51.849337,dine-in,1
497,2021-10-23 00:06:51.849337,online delivery,3
744,2021-10-22 00:06:51.849337,online delivery,null
798,2021-10-21 00:06:51.849337,online delivery,1
269,2021-10-20 00:06:51.849337,dine-in,2
50,2021-10-19 00:06:51.849337,online delivery,3
630,2021-10-18 00:06:51.849337,online delivery,5
11,2021-10-17 00:06:51.849337,dine-in,2
522,2021-10-16 00:06:51.849337,dine-in,5
166,2021-10-15 00:06:51.849337,online delivery,0
814,2021-10-14 00:06:51.849337,online delivery,3
482,2021-10-13 00:06:51.849337,dine-in,2
173,2021-10-12 00:06:51.849337,online delivery,4
212,2021-10-11 00:06:51.849337,dine-in,null
996,2021-10-10 00:06:51.849337,dine-in,4
814,2021-10-09 00:06:51.849337,dine-in,2
186,2021-10-08 00:06:51.849337,dine-in,3
565,2021-10-07 00:06:51.849337,dine-in,2
348,2021-10-06 00:06:51.849337,dine-in,3
580,2021-10-05 00:06:51.849337,dine-in,4
6,2021-10-04 00:06:51.849337,online delivery,null
87,2021-10-03 00:06:51.849337,online delivery,5
753,2021-10-02 00:06:51.849337,online delivery,0
10,2021-10-01 00:06:51.849337,online delivery,null
804,2021-09-30 00:06:51.849337,online delivery,5
751,2021-09-29 00:06:51.849337,online delivery,3
407,2021-09-28 00:06:51.849337,dine-in,2
944,2021-09-27 00:06:51.849337,online delivery,1
832,2021-09-26 00:06:51.849337,dine-in,4
165,2021-09-25 00:06:51.849337,online delivery,2
982,2021-09-24 00:06:51.849337,dine-in,2
709,2021-09-23 00:06:51.849337,online delivery,0
205,2021-09-22 00:06:51.849337,online delivery,5
244,2021-09-21 00:06:51.849337,dine-in,3
773,2021-09-20 00:06:51.849337,dine-in,3
555,2021-09-19 00:06:51.849337,dine-in,0
44,2021-09-18 00:06:51.849337,dine-in,1
42,2021-09-17 00:06:51.849337,dine-in,2
62,2021-09-16 00:06:51.849337,dine-in,1
630,2021-09-15 00:06:51.849337,dine-in,5
635,2021-09-14 00:06:51.849337,online delivery,0
656,2021-09-13 00:06:51.849337,dine-in,0
873,2021-09-12 00:06:51.849337,dine-in,1
733,2021-09-11 00:06:51.849337,online delivery,0
565,2021-09-10 00:06:51.849337,online delivery,0
566,2021-09-09 00:06:51.849337,dine-in,3
598,2021-09-08 00:06:51.849337,dine-in,0
670,2021-09-07 00:06:51.849337,dine-in,0
30,2021-09-06 00:06:51.849337,dine-in,4
445,2021-09-05 00:06:51.849337,online delivery,1
124,2021-09-04 00:06:51.849337,online delivery,5
138,2021-09-03 00:06:51.849337,dine-in,3
164,2021-09-02 00:06:51.849337,online delivery,1
639,2021-09-01 00:06:51.849337,dine-in,5
933,2021-08-31 00:06:51.849337,dine-in,2
791,2021-08-30 00:06:51.849337,online delivery,1
683,2021-08-29 00:06:51.849337,dine-in,3
442,2021-08-28 00:06:51.849337,dine-in,2
117,2021-08-27 00:06:51.849337,dine-in,5
823,2021-08-26 00:06:51.849337,dine-in,0
983,2021-08-25 00:06:51.849337,online delivery,1
203,2021-08-24 00:06:51.849337,dine-in,1
433,2021-08-23 00:06:51.849337,online delivery,null
958,2021-08-22 00:06:51.849337,online delivery,2
344,2021-08-21 00:06:51.849337,online delivery,4
118,2021-08-20 00:06:51.849337,online delivery,2
854,2021-08-19 00:06:51.849337,online delivery,3
136,2021-08-18 00:06:51.849337,dine-in,0
642,2021-08-17 00:06:51.849337,dine-in,3
140,2021-08-16 00:06:51.849337,dine-in,1
491,2021-08-15 00:06:51.849337,online delivery,null
648,2021-08-14 00:06:51.849337,online delivery,1
180,2021-08-13 00:06:51.849337,dine-in,2
849,2021-08-12 00:06:51.849337,dine-in,null
194,2021-08-11 00:06:51.849337,dine-in,3
792,2021-08-10 00:06:51.849337,online delivery,0
902,2021-08-09 00:06:51.849337,dine-in,2
191,2021-08-08 00:06:51.849337,online delivery,3
57,2021-08-07 00:06:51.849337,dine-in,1
838,2021-08-06 00:06:51.849337,dine-in,1
598,2021-08-05 00:06:51.849337,dine-in,2
171,2021-08-04 00:06:51.849337,dine-in,null
720,2021-08-03 00:06:51.849337,online delivery,2
957,2021-08-02 00:06:51.849337,online delivery,3
589,2021-08-01 00:06:51.849337,online delivery,4
324,2021-07-31 00:06:51.849337,dine-in,5
643,2021-07-30 00:06:51.849337,dine-in,null
845,2021-07-29 00:06:51.849337,online delivery,1
149,2021-07-28 00:06:51.849337,dine-in,3
431,2021-07-27 00:06:51.849337,online delivery,5
606,2021-07-26 00:06:51.849337,online delivery,0
728,2021-07-25 00:06:51.849337,dine-in,4
775,2021-07-24 00:06:51.849337,online delivery,null
121,2021-07-23 00:06:51.849337,online delivery,4
37,2021-07-22 00:06:51.849337,dine-in,5
455,2021-07-21 00:06:51.849337,dine-in,5
506,2021-07-20 00:06:51.849337,online delivery,5
163,2021-07-19 00:06:51.849337,online delivery,3
946,2021-07-18 00:06:51.849337,dine-in,3
263,2021-07-17 00:06:51.849337,online delivery,null
632,2021-07-16 00:06:51.849337,online delivery,0
61,2021-07-15 00:06:51.849337,dine-in,5
772,2021-07-14 00:06:51.849337,dine-in,5
222,2021-07-13 00:06:51.849337,online delivery,5
342,2021-07-12 00:06:51.849337,online delivery,4
263,2021-07-11 00:06:51.849337,dine-in,1
192,2021-07-10 00:06:51.849337,online delivery,5
851,2021-07-09 00:06:51.849337,online delivery,null
30,2021-07-08 00:06:51.849337,dine-in,4
177,2021-07-07 00:06:51.849337,dine-in,2
778,2021-07-06 00:06:51.849337,online delivery,3
189,2021-07-05 00:06:51.849337,dine-in,5
830,2021-07-04 00:06:51.849337,online delivery,null
319,2021-07-03 00:06:51.849337,dine-in,1
803,2021-07-02 00:06:51.849337,online delivery,4
184,2021-07-01 00:06:51.849337,dine-in,1
511,2021-06-30 00:06:51.849337,dine-in,5
613,2021-06-29 00:06:51.849337,dine-in,null
944,2021-06-28 00:06:51.849337,dine-in,null
767,2021-06-27 00:06:51.849337,online delivery,1
662,2021-06-26 00:06:51.849337,dine-in,3
222,2021-06-25 00:06:51.849337,online delivery,4
928,2021-06-24 00:06:51.849337,dine-in,4
734,2021-06-23 00:06:51.849337,dine-in,null
43,2021-06-22 00:06:51.849337,dine-in,0
437,2021-06-21 00:06:51.849337,dine-in,0
345,2021-06-20 00:06:51.849337,dine-in,5
1,2021-06-19 00:06:51.849337,dine-in,4
852,2021-06-18 00:06:51.849337,online delivery,2
596,2021-06-17 00:06:51.849337,online delivery,3
581,2021-06-16 00:06:51.849337,dine-in,0
981,2021-06-15 00:06:51.849337,online delivery,5
971,2021-06-14 00:06:51.849337,online delivery,5
447,2021-06-13 00:06:51.849337,dine-in,3
298,2021-06-12 00:06:51.849337,dine-in,0
72,2021-06-11 00:06:51.849337,online delivery,1
136,2021-06-10 00:06:51.849337,online delivery,5
155,2021-06-09 00:06:51.849337,dine-in,1
644,2021-06-08 00:06:51.849337,online delivery,4
336,2021-06-07 00:06:51.849337,online delivery,2
646,2021-06-06 00:06:51.849337,online delivery,0
205,2021-06-05 00:06:51.849337,online delivery,null
326,2021-06-04 00:06:51.849337,dine-in,5
561,2021-06-03 00:06:51.849337,online delivery,5
338,2021-06-02 00:06:51.849337,online delivery,5
893,2021-06-01 00:06:51.849337,online delivery,3
179,2021-05-31 00:06:51.849337,dine-in,0
335,2021-05-30 00:06:51.849337,dine-in,5
742,2021-05-29 00:06:51.849337,dine-in,3
173,2021-05-28 00:06:51.849337,online delivery,0
904,2021-05-27 00:06:51.849337,online delivery,2
331,2021-05-26 00:06:51.849337,dine-in,3
858,2021-05-25 00:06:51.849337,online delivery,0
174,2021-05-24 00:06:51.849337,online delivery,3
91,2021-05-23 00:06:51.849337,online delivery,null
603,2021-05-22 00:06:51.849337,online delivery,4
76,2021-05-21 00:06:51.849337,dine-in,0
820,2021-05-20 00:06:51.849337,dine-in,5
86,2021-05-19 00:06:51.849337,online delivery,3
496,2021-05-18 00:06:51.849337,dine-in,5
545,2021-05-17 00:06:51.849337,dine-in,0
629,2021-05-16 00:06:51.849337,online delivery,1
298,2021-05-15 00:06:51.849337,online delivery,5
848,2021-05-14 00:06:51.849337,online delivery,1
749,2021-05-13 00:06:51.849337,dine-in,0
386,2021-05-12 00:06:51.849337,online delivery,5
895,2021-05-11 00:06:51.849337,online delivery,0
789,2021-05-10 00:06:51.849337,online delivery,0
324,2021-05-09 00:06:51.849337,dine-in,0
161,2021-05-08 00:06:51.849337,online delivery,null
104,2021-05-07 00:06:51.849337,online delivery,3
649,2021-05-06 00:06:51.849337,online delivery,4
77,2021-05-05 00:06:51.849337,online delivery,0
31,2021-05-04 00:06:51.849337,dine-in,3
652,2021-05-03 00:06:51.849337,online delivery,5
947,2021-05-02 00:06:51.849337,dine-in,1
749,2021-05-01 00:06:51.849337,online delivery,0
101,2021-04-30 00:06:51.849337,dine-in,4
633,2021-04-29 00:06:51.849337,dine-in,2
897,2021-04-28 00:06:51.849337,dine-in,3
372,2021-04-27 00:06:51.849337,online delivery,1
72,2021-04-26 00:06:51.849337,online delivery,3
787,2021-04-25 00:06:51.849337,dine-in,3
752,2021-04-24 00:06:51.849337,dine-in,4
243,2021-04-23 00:06:51.849337,dine-in,5
192,2021-04-22 00:06:51.849337,online delivery,5
828,2021-04-21 00:06:51.849337,dine-in,1
725,2021-04-20 00:06:51.849337,dine-in,4
88,2021-04-19 00:06:51.849337,online delivery,3
556,2021-04-18 00:06:51.849337,dine-in,0
564,2021-04-17 00:06:51.849337,online delivery,1
754,2021-04-16 00:06:51.849337,online delivery,3
55,2021-04-15 00:06:51.849337,dine-in,5
294,2021-04-14 00:06:51.849337,dine-in,5
311,2021-04-13 00:06:51.849337,online delivery,1
828,2021-04-12 00:06:51.849337,dine-in,4
731,2021-04-11 00:06:51.849337,dine-in,2
268,2021-04-10 00:06:51.849337,online delivery,1
593,2021-04-09 00:06:51.849337,dine-in,0
215,2021-04-08 00:06:51.849337,dine-in,2
941,2021-04-07 00:06:51.849337,online delivery,2
477,2021-04-06 00:06:51.849337,dine-in,1
112,2021-04-05 00:06:51.849337,online delivery,2
136,2021-04-04 00:06:51.849337,online delivery,5
225,2021-04-03 00:06:51.849337,dine-in,2
984,2021-04-02 00:06:51.849337,dine-in,null
91,2021-04-01 00:06:51.849337,online delivery,4
245,2021-03-31 00:06:51.849337,online delivery,4
960,2021-03-30 00:06:51.849337,dine-in,3
27,2021-03-29 00:06:51.849337,online delivery,4
131,2021-03-28 00:06:51.849337,online delivery,5
741,2021-03-27 00:06:51.849337,online delivery,null
716,2021-03-26 00:06:51.849337,dine-in,2
871,2021-03-25 00:06:51.849337,online delivery,1
320,2021-03-24 00:06:51.849337,online delivery,4
753,2021-03-23 00:06:51.849337,dine-in,3
697,2021-03-22 00:06:51.849337,dine-in,null
818,2021-03-21 00:06:51.849337,dine-in,1
285,2021-03-20 00:06:51.849337,dine-in,4
952,2021-03-19 00:06:51.849337,dine-in,1
361,2021-03-18 00:06:51.849337,online delivery,5
14,2021-03-17 00:06:51.849337,online delivery,0
552,2021-03-16 00:06:51.849337,online delivery,4
318,2021-03-15 00:06:51.849337,dine-in,5
814,2021-03-14 00:06:51.849337,online delivery,2
649,2021-03-13 00:06:51.849337,online delivery,4
795,2021-03-12 00:06:51.849337,dine-in,3
78,2021-03-11 00:06:51.849337,dine-in,5
528,2021-03-10 00:06:51.849337,dine-in,null
90,2021-03-09 00:06:51.849337,online delivery,5
517,2021-03-08 00:06:51.849337,online delivery,4
899,2021-03-07 00:06:51.849337,online delivery,4
990,2021-03-06 00:06:51.849337,dine-in,1
129,2021-03-05 00:06:51.849337,online delivery,null
801,2021-03-04 00:06:51.849337,dine-in,1
33,2021-03-03 00:06:51.849337,online delivery,5
226,2021-03-02 00:06:51.849337,dine-in,2
968,2021-03-01 00:06:51.849337,dine-in,5
340,2021-02-28 00:06:51.849337,online delivery,5
599,2021-02-27 00:06:51.849337,online delivery,1
118,2021-02-26 00:06:51.849337,online delivery,1
327,2021-02-25 00:06:51.849337,dine-in,2
691,2021-02-24 00:06:51.849337,dine-in,5
943,2021-02-23 00:06:51.849337,dine-in,3
301,2021-02-22 00:06:51.849337,online delivery,2
92,2021-02-21 00:06:51.849337,dine-in,2
998,2021-02-20 00:06:51.849337,dine-in,null
92,2021-02-19 00:06:51.849337,online delivery,0
197,2021-02-18 00:06:51.849337,online delivery,null
435,2021-02-17 00:06:51.849337,dine-in,5
862,2021-02-16 00:06:51.849337,online delivery,3
42,2021-02-15 00:06:51.849337,online delivery,5
851,2021-02-14 00:06:51.849337,online delivery,null
288,2021-02-13 00:06:51.849337,dine-in,1
239,2021-02-12 00:06:51.849337,online delivery,4
816,2021-02-11 00:06:51.849337,dine-in,2
404,2021-02-10 00:06:51.849337,online delivery,null
125,2021-02-09 00:06:51.849337,online delivery,null
377,2021-02-08 00:06:51.849337,dine-in,5
448,2021-02-07 00:06:51.849337,online delivery,0
865,2021-02-06 00:06:51.849337,online delivery,0
122,2021-02-05 00:06:51.849337,online delivery,2
583,2021-02-04 00:06:51.849337,dine-in,3
301,2021-02-03 00:06:51.849337,online delivery,3
668,2021-02-02 00:06:51.849337,online delivery,null
914,2021-02-01 00:06:51.849337,online delivery,5
146,2021-01-31 00:06:51.849337,online delivery,1
325,2021-01-30 00:06:51.849337,online delivery,3
986,2021-01-29 00:06:51.849337,dine-in,1
869,2021-01-28 00:06:51.849337,dine-in,3
104,2021-01-27 00:06:51.849337,online delivery,null
890,2021-01-26 00:06:51.849337,online delivery,3
741,2021-01-25 00:06:51.849337,dine-in,2
984,2021-01-24 00:06:51.849337,online delivery,null
868,2021-01-23 00:06:51.849337,dine-in,5
728,2021-01-22 00:06:51.849337,dine-in,0
31,2021-01-21 00:06:51.849337,dine-in,3
946,2021-01-20 00:06:51.849337,dine-in,3
734,2021-01-19 00:06:51.849337,dine-in,5
219,2021-01-18 00:06:51.849337,dine-in,2
248,2021-01-17 00:06:51.849337,online delivery,0
199,2021-01-16 00:06:51.849337,dine-in,5
30,2021-01-15 00:06:51.849337,online delivery,1
337,2021-01-14 00:06:51.849337,dine-in,1
832,2021-01-13 00:06:51.849337,online delivery,5
267,2021-01-12 00:06:51.849337,dine-in,4
683,2021-01-11 00:06:51.849337,dine-in,null
838,2021-01-10 00:06:51.849337,dine-in,1
909,2021-01-09 00:06:51.849337,online delivery,1
416,2021-01-08 00:06:51.849337,dine-in,2
492,2021-01-07 00:06:51.849337,dine-in,5
682,2021-01-06 00:06:51.849337,online delivery,3
507,2021-01-05 00:06:51.849337,dine-in,4
66,2021-01-04 00:06:51.849337,online delivery,null
178,2021-01-03 00:06:51.849337,dine-in,null
483,2021-01-02 00:06:51.849337,dine-in,2
700,2021-01-01 00:06:51.849337,dine-in,0
173,2020-12-31 00:06:51.849337,dine-in,5
962,2020-12-30 00:06:51.849337,dine-in,3
124,2020-12-29 00:06:51.849337,dine-in,3
851,2020-12-28 00:06:51.849337,online delivery,5
908,2020-12-27 00:06:51.849337,online delivery,2
220,2020-12-26 00:06:51.849337,dine-in,null
256,2020-12-25 00:06:51.849337,dine-in,0
698,2020-12-24 00:06:51.849337,dine-in,2
558,2020-12-23 00:06:51.849337,online delivery,1
844,2020-12-22 00:06:51.849337,online delivery,0
922,2020-12-21 00:06:51.849337,online delivery,5
413,2020-12-20 00:06:51.849337,dine-in,2
17,2020-12-19 00:06:51.849337,dine-in,5
809,2020-12-18 00:06:51.849337,online delivery,1
158,2020-12-17 00:06:51.849337,online delivery,2
90,2020-12-16 00:06:51.849337,online delivery,1
287,2020-12-15 00:06:51.849337,dine-in,null
492,2020-12-14 00:06:51.849337,online delivery,2
486,2020-12-13 00:06:51.849337,online delivery,5
731,2020-12-12 00:06:51.849337,dine-in,1
931,2020-12-11 00:06:51.849337,dine-in,null
969,2020-12-10 00:06:51.849337,dine-in,2
277,2020-12-09 00:06:51.849337,dine-in,2
545,2020-12-08 00:06:51.849337,dine-in,0
689,2020-12-07 00:06:51.849337,online delivery,1
16,2020-12-06 00:06:51.849337,online delivery,2
475,2020-12-05 00:06:51.849337,online delivery,1
116,2020-12-04 00:06:51.849337,online delivery,null
187,2020-12-03 00:06:51.849337,online delivery,3
357,2020-12-02 00:06:51.849337,dine-in,null
464,2020-12-01 00:06:51.849337,dine-in,null
463,2020-11-30 00:06:51.849337,online delivery,2
623,2020-11-29 00:06:51.849337,online delivery,3
552,2020-11-28 00:06:51.849337,online delivery,0
219,2020-11-27 00:06:51.849337,online delivery,null
835,2020-11-26 00:06:51.849337,online delivery,5
4,2020-11-25 00:06:51.849337,dine-in,3
192,2020-11-24 00:06:51.849337,online delivery,3
268,2020-11-23 00:06:51.849337,dine-in,5
679,2020-11-22 00:06:51.849337,online delivery,0
345,2020-11-21 00:06:51.849337,dine-in,0
865,2020-11-20 00:06:51.849337,online delivery,0
372,2020-11-19 00:06:51.849337,online delivery,4
36,2020-11-18 00:06:51.849337,online delivery,0
541,2020-11-17 00:06:51.849337,dine-in,5
951,2020-11-16 00:06:51.849337,dine-in,2
78,2020-11-15 00:06:51.849337,dine-in,null
975,2020-11-14 00:06:51.849337,online delivery,1
570,2020-11-13 00:06:51.849337,dine-in,null
599,2020-11-12 00:06:51.849337,online delivery,2
431,2020-11-11 00:06:51.849337,dine-in,1
98,2020-11-10 00:06:51.849337,dine-in,1
585,2020-11-09 00:06:51.849337,dine-in,0
72,2020-11-08 00:06:51.849337,online delivery,0
113,2020-11-07 00:06:51.849337,dine-in,2
186,2020-11-06 00:06:51.849337,online delivery,5
946,2020-11-05 00:06:51.849337,online delivery,1
832,2020-11-04 00:06:51.849337,dine-in,null
454,2020-11-03 00:06:51.849337,online delivery,0
771,2020-11-02 00:06:51.849337,online delivery,3
220,2020-11-01 00:06:51.849337,online delivery,3
458,2020-10-31 00:06:51.849337,dine-in,0
954,2020-10-30 00:06:51.849337,dine-in,5
684,2020-10-29 00:06:51.849337,dine-in,3
252,2020-10-28 00:06:51.849337,dine-in,2
208,2020-10-27 00:06:51.849337,dine-in,5
901,2020-10-26 00:06:51.849337,online delivery,3
647,2020-10-25 00:06:51.849337,online delivery,5
869,2020-10-24 00:06:51.849337,dine-in,3
58,2020-10-23 00:06:51.849337,dine-in,1
825,2020-10-22 00:06:51.849337,online delivery,0
223,2020-10-21 00:06:51.849337,dine-in,3
47,2020-10-20 00:06:51.849337,dine-in,null
169,2020-10-19 00:06:51.849337,dine-in,5
514,2020-10-18 00:06:51.849337,dine-in,1
510,2020-10-17 00:06:51.849337,online delivery,null
654,2020-10-16 00:06:51.849337,online delivery,5
68,2020-10-15 00:06:51.849337,online delivery,0
692,2020-10-14 00:06:51.849337,online delivery,4
618,2020-10-13 00:06:51.849337,dine-in,0
296,2020-10-12 00:06:51.849337,online delivery,5
569,2020-10-11 00:06:51.849337,online delivery,4
211,2020-10-10 00:06:51.849337,dine-in,5
1,2020-10-09 00:06:51.849337,dine-in,4
211,2020-10-08 00:06:51.849337,dine-in,null
520,2020-10-07 00:06:51.849337,online delivery,1
381,2020-10-06 00:06:51.849337,online delivery,1
806,2020-10-05 00:06:51.849337,online delivery,0
677,2020-10-04 00:06:51.849337,dine-in,0
107,2020-10-03 00:06:51.849337,online delivery,2
588,2020-10-02 00:06:51.849337,dine-in,5
146,2020-10-01 00:06:51.849337,online delivery,0
589,2020-09-30 00:06:51.849337,online delivery,5
621,2020-09-29 00:06:51.849337,online delivery,1
943,2020-09-28 00:06:51.849337,dine-in,null
806,2020-09-27 00:06:51.849337,dine-in,3
409,2020-09-26 00:06:51.849337,dine-in,null
617,2020-09-25 00:06:51.849337,online delivery,null
