customer_id,bill_time,order_type,rating
885,2022-02-03 15:22:43.758469,online delivery,4
240,2022-02-02 15:22:43.758469,dine-in,1
404,2022-02-01 15:22:43.758469,online delivery,2
925,2022-01-31 15:22:43.758469,dine-in,0
170,2022-01-30 15:22:43.758469,dine-in,2
1,2022-01-29 15:22:43.758469,dine-in,5
155,2022-01-28 15:22:43.758469,online delivery,1
79,2022-01-27 15:22:43.758469,online delivery,3
337,2022-01-26 15:22:43.758469,online delivery,null
880,2022-01-25 15:22:43.758469,online delivery,5
30,2022-01-24 15:22:43.758469,online delivery,1
812,2022-01-23 15:22:43.758469,dine-in,1
62,2022-01-22 15:22:43.758469,online delivery,2
329,2022-01-21 15:22:43.758469,online delivery,4
743,2022-01-20 15:22:43.758469,online delivery,2
808,2022-01-19 15:22:43.758469,dine-in,3
186,2022-01-18 15:22:43.758469,online delivery,null
910,2022-01-17 15:22:43.758469,dine-in,1
432,2022-01-16 15:22:43.758469,online delivery,5
60,2022-01-15 15:22:43.758469,online delivery,4
793,2022-01-14 15:22:43.758469,online delivery,5
726,2022-01-13 15:22:43.758469,dine-in,5
145,2022-01-12 15:22:43.758469,online delivery,null
334,2022-01-11 15:22:43.758469,online delivery,3
281,2022-01-10 15:22:43.758469,online delivery,null
165,2022-01-09 15:22:43.758469,dine-in,4
741,2022-01-08 15:22:43.758469,online delivery,2
145,2022-01-07 15:22:43.758469,dine-in,3
612,2022-01-06 15:22:43.758469,online delivery,2
761,2022-01-05 15:22:43.758469,dine-in,1
280,2022-01-04 15:22:43.758469,dine-in,2
601,2022-01-03 15:22:43.758469,online delivery,4
254,2022-01-02 15:22:43.758469,dine-in,5
574,2022-01-01 15:22:43.758469,dine-in,2
87,2021-12-31 15:22:43.758469,dine-in,0
348,2021-12-30 15:22:43.758469,online delivery,5
109,2021-12-29 15:22:43.758469,online delivery,1
1,2021-12-28 15:22:43.758469,dine-in,1
574,2021-12-27 15:22:43.758469,dine-in,0
597,2021-12-26 15:22:43.758469,dine-in,3
792,2021-12-25 15:22:43.758469,dine-in,4
871,2021-12-24 15:22:43.758469,online delivery,1
790,2021-12-23 15:22:43.758469,dine-in,0
406,2021-12-22 15:22:43.758469,online delivery,null
340,2021-12-21 15:22:43.758469,dine-in,3
664,2021-12-20 15:22:43.758469,dine-in,0
91,2021-12-19 15:22:43.758469,dine-in,3
799,2021-12-18 15:22:43.758469,dine-in,2
258,2021-12-17 15:22:43.758469,dine-in,3
36,2021-12-16 15:22:43.758469,dine-in,0
808,2021-12-15 15:22:43.758469,dine-in,3
541,2021-12-14 15:22:43.758469,dine-in,1
987,2021-12-13 15:22:43.758469,dine-in,3
32,2021-12-12 15:22:43.758469,online delivery,5
72,2021-12-11 15:22:43.758469,online delivery,3
357,2021-12-10 15:22:43.758469,online delivery,1
971,2021-12-09 15:22:43.758469,dine-in,5
339,2021-12-08 15:22:43.758469,online delivery,4
442,2021-12-07 15:22:43.758469,online delivery,2
891,2021-12-06 15:22:43.758469,online delivery,1
195,2021-12-05 15:22:43.758469,dine-in,1
448,2021-12-04 15:22:43.758469,dine-in,5
534,2021-12-03 15:22:43.758469,online delivery,1
742,2021-12-02 15:22:43.758469,online delivery,0
351,2021-12-01 15:22:43.758469,online delivery,3
393,2021-11-30 15:22:43.758469,dine-in,4
328,2021-11-29 15:22:43.758469,online delivery,1
694,2021-11-28 15:22:43.758469,online delivery,null
109,2021-11-27 15:22:43.758469,online delivery,null
920,2021-11-26 15:22:43.758469,dine-in,2
306,2021-11-25 15:22:43.758469,dine-in,0
713,2021-11-24 15:22:43.758469,online delivery,null
23,2021-11-23 15:22:43.758469,dine-in,0
11,2021-11-22 15:22:43.758469,dine-in,4
861,2021-11-21 15:22:43.758469,online delivery,4
535,2021-11-20 15:22:43.758469,dine-in,null
43,2021-11-19 15:22:43.758469,dine-in,3
697,2021-11-18 15:22:43.758469,online delivery,5
671,2021-11-17 15:22:43.758469,dine-in,1
432,2021-11-16 15:22:43.758469,online delivery,2
234,2021-11-15 15:22:43.758469,online delivery,0
909,2021-11-14 15:22:43.758469,dine-in,0
967,2021-11-13 15:22:43.758469,online delivery,2
580,2021-11-12 15:22:43.758469,dine-in,4
6,2021-11-11 15:22:43.758469,online delivery,1
128,2021-11-10 15:22:43.758469,dine-in,null
312,2021-11-09 15:22:43.758469,dine-in,0
241,2021-11-08 15:22:43.758469,online delivery,null
804,2021-11-07 15:22:43.758469,dine-in,4
801,2021-11-06 15:22:43.758469,dine-in,null
751,2021-11-05 15:22:43.758469,online delivery,4
252,2021-11-04 15:22:43.758469,online delivery,2
706,2021-11-03 15:22:43.758469,online delivery,null
723,2021-11-02 15:22:43.758469,online delivery,4
21,2021-11-01 15:22:43.758469,dine-in,0
765,2021-10-31 15:22:43.758469,online delivery,5
229,2021-10-30 15:22:43.758469,dine-in,4
62,2021-10-29 15:22:43.758469,dine-in,5
664,2021-10-28 15:22:43.758469,dine-in,2
418,2021-10-27 15:22:43.758469,dine-in,3
439,2021-10-26 15:22:43.758469,online delivery,3
705,2021-10-25 15:22:43.758469,online delivery,3
856,2021-10-24 15:22:43.758469,online delivery,null
365,2021-10-23 15:22:43.758469,dine-in,4
30,2021-10-22 15:22:43.758469,dine-in,3
91,2021-10-21 15:22:43.758469,dine-in,0
407,2021-10-20 15:22:43.758469,online delivery,0
598,2021-10-19 15:22:43.758469,online delivery,0
157,2021-10-18 15:22:43.758469,online delivery,1
407,2021-10-17 15:22:43.758469,online delivery,3
552,2021-10-16 15:22:43.758469,dine-in,4
612,2021-10-15 15:22:43.758469,online delivery,5
154,2021-10-14 15:22:43.758469,dine-in,0
639,2021-10-13 15:22:43.758469,dine-in,2
933,2021-10-12 15:22:43.758469,dine-in,4
791,2021-10-11 15:22:43.758469,online delivery,null
392,2021-10-10 15:22:43.758469,online delivery,0
336,2021-10-09 15:22:43.758469,dine-in,1
823,2021-10-08 15:22:43.758469,online delivery,4
433,2021-10-07 15:22:43.758469,dine-in,4
746,2021-10-06 15:22:43.758469,online delivery,null
344,2021-10-05 15:22:43.758469,online delivery,2
459,2021-10-04 15:22:43.758469,dine-in,null
415,2021-10-03 15:22:43.758469,online delivery,4
893,2021-10-02 15:22:43.758469,online delivery,5
783,2021-10-01 15:22:43.758469,dine-in,null
573,2021-09-30 15:22:43.758469,dine-in,null
268,2021-09-29 15:22:43.758469,online delivery,3
827,2021-09-28 15:22:43.758469,dine-in,1
180,2021-09-27 15:22:43.758469,dine-in,4
849,2021-09-26 15:22:43.758469,dine-in,2
28,2021-09-25 15:22:43.758469,online delivery,0
663,2021-09-24 15:22:43.758469,dine-in,5
142,2021-09-23 15:22:43.758469,online delivery,5
572,2021-09-22 15:22:43.758469,dine-in,5
264,2021-09-21 15:22:43.758469,online delivery,4
925,2021-09-20 15:22:43.758469,online delivery,4
911,2021-09-19 15:22:43.758469,online delivery,3
780,2021-09-18 15:22:43.758469,online delivery,2
589,2021-09-17 15:22:43.758469,online delivery,2
554,2021-09-16 15:22:43.758469,online delivery,5
647,2021-09-15 15:22:43.758469,dine-in,2
660,2021-09-14 15:22:43.758469,online delivery,null
149,2021-09-13 15:22:43.758469,dine-in,3
431,2021-09-12 15:22:43.758469,online delivery,null
715,2021-09-11 15:22:43.758469,dine-in,2
612,2021-09-10 15:22:43.758469,dine-in,1
338,2021-09-09 15:22:43.758469,dine-in,3
609,2021-09-08 15:22:43.758469,online delivery,1
513,2021-09-07 15:22:43.758469,dine-in,5
905,2021-09-06 15:22:43.758469,online delivery,5
656,2021-09-05 15:22:43.758469,dine-in,1
578,2021-09-04 15:22:43.758469,dine-in,3
287,2021-09-03 15:22:43.758469,dine-in,5
595,2021-09-02 15:22:43.758469,dine-in,null
740,2021-09-01 15:22:43.758469,dine-in,3
363,2021-08-31 15:22:43.758469,online delivery,0
650,2021-08-30 15:22:43.758469,online delivery,null
357,2021-08-29 15:22:43.758469,online delivery,0
772,2021-08-28 15:22:43.758469,online delivery,0
23,2021-08-27 15:22:43.758469,online delivery,5
956,2021-08-26 15:22:43.758469,dine-in,0
385,2021-08-25 15:22:43.758469,online delivery,1
604,2021-08-24 15:22:43.758469,online delivery,2
256,2021-08-23 15:22:43.758469,dine-in,3
220,2021-08-22 15:22:43.758469,dine-in,4
710,2021-08-21 15:22:43.758469,dine-in,1
349,2021-08-20 15:22:43.758469,online delivery,1
189,2021-08-19 15:22:43.758469,online delivery,0
792,2021-08-18 15:22:43.758469,dine-in,3
744,2021-08-17 15:22:43.758469,dine-in,4
920,2021-08-16 15:22:43.758469,dine-in,3
460,2021-08-15 15:22:43.758469,online delivery,null
215,2021-08-14 15:22:43.758469,dine-in,5
944,2021-08-13 15:22:43.758469,online delivery,3
942,2021-08-12 15:22:43.758469,online delivery,4
711,2021-08-11 15:22:43.758469,online delivery,0
928,2021-08-10 15:22:43.758469,dine-in,null
734,2021-08-09 15:22:43.758469,dine-in,1
43,2021-08-08 15:22:43.758469,dine-in,4
437,2021-08-07 15:22:43.758469,dine-in,5
72,2021-08-06 15:22:43.758469,online delivery,0
852,2021-08-05 15:22:43.758469,online delivery,5
547,2021-08-04 15:22:43.758469,dine-in,0
85,2021-08-03 15:22:43.758469,dine-in,2
733,2021-08-02 15:22:43.758469,dine-in,0
581,2021-08-01 15:22:43.758469,online delivery,2
313,2021-07-31 15:22:43.758469,online delivery,5
386,2021-07-30 15:22:43.758469,online delivery,2
863,2021-07-29 15:22:43.758469,dine-in,null
388,2021-07-28 15:22:43.758469,online delivery,1
916,2021-07-27 15:22:43.758469,dine-in,3
272,2021-07-26 15:22:43.758469,online delivery,1
506,2021-07-25 15:22:43.758469,dine-in,4
336,2021-07-24 15:22:43.758469,online delivery,3
646,2021-07-23 15:22:43.758469,online delivery,1
819,2021-07-22 15:22:43.758469,dine-in,1
974,2021-07-21 15:22:43.758469,online delivery,null
561,2021-07-20 15:22:43.758469,dine-in,1
833,2021-07-19 15:22:43.758469,online delivery,5
338,2021-07-18 15:22:43.758469,dine-in,4
502,2021-07-17 15:22:43.758469,online delivery,1
577,2021-07-16 15:22:43.758469,online delivery,3
173,2021-07-15 15:22:43.758469,dine-in,4
796,2021-07-14 15:22:43.758469,online delivery,null
904,2021-07-13 15:22:43.758469,online delivery,4
722,2021-07-12 15:22:43.758469,online delivery,5
773,2021-07-11 15:22:43.758469,online delivery,3
530,2021-07-10 15:22:43.758469,dine-in,5
91,2021-07-09 15:22:43.758469,online delivery,4
505,2021-07-08 15:22:43.758469,dine-in,5
918,2021-07-07 15:22:43.758469,online delivery,1
820,2021-07-06 15:22:43.758469,dine-in,4
86,2021-07-05 15:22:43.758469,online delivery,1
204,2021-07-04 15:22:43.758469,online delivery,2
629,2021-07-03 15:22:43.758469,online delivery,0
819,2021-07-02 15:22:43.758469,dine-in,4
711,2021-07-01 15:22:43.758469,dine-in,1
848,2021-06-30 15:22:43.758469,dine-in,5
991,2021-06-29 15:22:43.758469,dine-in,4
160,2021-06-28 15:22:43.758469,online delivery,0
386,2021-06-27 15:22:43.758469,online delivery,0
895,2021-06-26 15:22:43.758469,online delivery,4
627,2021-06-25 15:22:43.758469,dine-in,0
660,2021-06-24 15:22:43.758469,online delivery,3
324,2021-06-23 15:22:43.758469,dine-in,3
434,2021-06-22 15:22:43.758469,dine-in,null
740,2021-06-21 15:22:43.758469,dine-in,3
104,2021-06-20 15:22:43.758469,online delivery,5
649,2021-06-19 15:22:43.758469,online delivery,null
683,2021-06-18 15:22:43.758469,dine-in,3
332,2021-06-17 15:22:43.758469,online delivery,0
420,2021-06-16 15:22:43.758469,dine-in,4
352,2021-06-15 15:22:43.758469,online delivery,null
951,2021-06-14 15:22:43.758469,online delivery,4
155,2021-06-13 15:22:43.758469,online delivery,2
372,2021-06-12 15:22:43.758469,dine-in,2
823,2021-06-11 15:22:43.758469,dine-in,3
613,2021-06-10 15:22:43.758469,online delivery,1
234,2021-06-09 15:22:43.758469,online delivery,2
878,2021-06-08 15:22:43.758469,online delivery,2
192,2021-06-07 15:22:43.758469,dine-in,4
746,2021-06-06 15:22:43.758469,online delivery,5
310,2021-06-05 15:22:43.758469,dine-in,5
768,2021-06-04 15:22:43.758469,online delivery,5
198,2021-06-03 15:22:43.758469,dine-in,5
682,2021-06-02 15:22:43.758469,online delivery,5
466,2021-06-01 15:22:43.758469,dine-in,null
351,2021-05-31 15:22:43.758469,dine-in,4
402,2021-05-30 15:22:43.758469,dine-in,2
831,2021-05-29 15:22:43.758469,dine-in,null
642,2021-05-28 15:22:43.758469,dine-in,1
746,2021-05-27 15:22:43.758469,dine-in,4
391,2021-05-26 15:22:43.758469,online delivery,3
924,2021-05-25 15:22:43.758469,dine-in,0
738,2021-05-24 15:22:43.758469,dine-in,5
597,2021-05-23 15:22:43.758469,dine-in,2
140,2021-05-22 15:22:43.758469,dine-in,3
168,2021-05-21 15:22:43.758469,online delivery,3
78,2021-05-20 15:22:43.758469,online delivery,5
304,2021-05-19 15:22:43.758469,online delivery,5
112,2021-05-18 15:22:43.758469,online delivery,2
136,2021-05-17 15:22:43.758469,online delivery,1
225,2021-05-16 15:22:43.758469,dine-in,2
984,2021-05-15 15:22:43.758469,dine-in,0
753,2021-05-14 15:22:43.758469,dine-in,0
189,2021-05-13 15:22:43.758469,online delivery,0
569,2021-05-12 15:22:43.758469,dine-in,5
902,2021-05-11 15:22:43.758469,online delivery,0
229,2021-05-10 15:22:43.758469,dine-in,4
291,2021-05-09 15:22:43.758469,online delivery,null
401,2021-05-08 15:22:43.758469,dine-in,0
696,2021-05-07 15:22:43.758469,dine-in,null
241,2021-05-06 15:22:43.758469,online delivery,null
812,2021-05-05 15:22:43.758469,online delivery,2
624,2021-05-04 15:22:43.758469,online delivery,5
697,2021-05-03 15:22:43.758469,dine-in,null
401,2021-05-02 15:22:43.758469,online delivery,null
952,2021-05-01 15:22:43.758469,online delivery,null
97,2021-04-30 15:22:43.758469,dine-in,null
192,2021-04-29 15:22:43.758469,online delivery,2
931,2021-04-28 15:22:43.758469,online delivery,0
722,2021-04-27 15:22:43.758469,online delivery,1
532,2021-04-26 15:22:43.758469,online delivery,0
850,2021-04-25 15:22:43.758469,online delivery,3
154,2021-04-24 15:22:43.758469,online delivery,5
289,2021-04-23 15:22:43.758469,online delivery,null
798,2021-04-22 15:22:43.758469,dine-in,0
993,2021-04-21 15:22:43.758469,online delivery,1
405,2021-04-20 15:22:43.758469,online delivery,5
594,2021-04-19 15:22:43.758469,dine-in,5
598,2021-04-18 15:22:43.758469,online delivery,2
481,2021-04-17 15:22:43.758469,online delivery,null
340,2021-04-16 15:22:43.758469,online delivery,4
831,2021-04-15 15:22:43.758469,dine-in,1
178,2021-04-14 15:22:43.758469,online delivery,0
653,2021-04-13 15:22:43.758469,dine-in,5
292,2021-04-12 15:22:43.758469,online delivery,null
691,2021-04-11 15:22:43.758469,online delivery,5
890,2021-04-10 15:22:43.758469,dine-in,0
280,2021-04-09 15:22:43.758469,dine-in,2
773,2021-04-08 15:22:43.758469,dine-in,null
959,2021-04-07 15:22:43.758469,dine-in,null
688,2021-04-06 15:22:43.758469,dine-in,1
954,2021-04-05 15:22:43.758469,dine-in,1
45,2021-04-04 15:22:43.758469,dine-in,1
453,2021-04-03 15:22:43.758469,dine-in,1
341,2021-04-02 15:22:43.758469,dine-in,5
862,2021-04-01 15:22:43.758469,dine-in,5
896,2021-03-31 15:22:43.758469,online delivery,3
42,2021-03-30 15:22:43.758469,dine-in,null
560,2021-03-29 15:22:43.758469,dine-in,null
401,2021-03-28 15:22:43.758469,dine-in,1
851,2021-03-27 15:22:43.758469,dine-in,5
326,2021-03-26 15:22:43.758469,online delivery,5
229,2021-03-25 15:22:43.758469,online delivery,0
33,2021-03-24 15:22:43.758469,dine-in,null
924,2021-03-23 15:22:43.758469,dine-in,0
163,2021-03-22 15:22:43.758469,dine-in,1
365,2021-03-21 15:22:43.758469,online delivery,3
939,2021-03-20 15:22:43.758469,online delivery,4
810,2021-03-19 15:22:43.758469,dine-in,4
582,2021-03-18 15:22:43.758469,dine-in,3
8,2021-03-17 15:22:43.758469,online delivery,5
583,2021-03-16 15:22:43.758469,dine-in,1
90,2021-03-15 15:22:43.758469,dine-in,2
31,2021-03-14 15:22:43.758469,online delivery,4
812,2021-03-13 15:22:43.758469,dine-in,1
426,2021-03-12 15:22:43.758469,dine-in,1
911,2021-03-11 15:22:43.758469,online delivery,3
56,2021-03-10 15:22:43.758469,dine-in,5
805,2021-03-09 15:22:43.758469,online delivery,5
950,2021-03-08 15:22:43.758469,online delivery,3
825,2021-03-07 15:22:43.758469,online delivery,2
321,2021-03-06 15:22:43.758469,online delivery,1
372,2021-03-05 15:22:43.758469,online delivery,4
741,2021-03-04 15:22:43.758469,dine-in,4
898,2021-03-03 15:22:43.758469,dine-in,1
752,2021-03-02 15:22:43.758469,online delivery,3
108,2021-03-01 15:22:43.758469,dine-in,0
868,2021-02-28 15:22:43.758469,online delivery,0
946,2021-02-27 15:22:43.758469,online delivery,2
219,2021-02-26 15:22:43.758469,dine-in,null
636,2021-02-25 15:22:43.758469,dine-in,3
19,2021-02-24 15:22:43.758469,dine-in,5
95,2021-02-23 15:22:43.758469,online delivery,4
30,2021-02-22 15:22:43.758469,online delivery,4
337,2021-02-21 15:22:43.758469,dine-in,5
17,2021-02-20 15:22:43.758469,dine-in,2
888,2021-02-19 15:22:43.758469,dine-in,5
267,2021-02-18 15:22:43.758469,online delivery,null
91,2021-02-17 15:22:43.758469,dine-in,3
351,2021-02-16 15:22:43.758469,online delivery,3
637,2021-02-15 15:22:43.758469,online delivery,4
686,2021-02-14 15:22:43.758469,online delivery,5
566,2021-02-13 15:22:43.758469,online delivery,null
468,2021-02-12 15:22:43.758469,online delivery,2
483,2021-02-11 15:22:43.758469,online delivery,3
962,2021-02-10 15:22:43.758469,online delivery,1
885,2021-02-09 15:22:43.758469,dine-in,1
354,2021-02-08 15:22:43.758469,online delivery,null
885,2021-02-07 15:22:43.758469,dine-in,2
951,2021-02-06 15:22:43.758469,dine-in,5
408,2021-02-05 15:22:43.758469,dine-in,5
220,2021-02-04 15:22:43.758469,dine-in,0
895,2021-02-03 15:22:43.758469,dine-in,1
844,2021-02-02 15:22:43.758469,dine-in,3
42,2021-02-01 15:22:43.758469,online delivery,1
907,2021-01-31 15:22:43.758469,online delivery,3
598,2021-01-30 15:22:43.758469,online delivery,5
365,2021-01-29 15:22:43.758469,online delivery,4
705,2021-01-28 15:22:43.758469,dine-in,1
815,2021-01-27 15:22:43.758469,online delivery,3
80,2021-01-26 15:22:43.758469,online delivery,5
187,2021-01-25 15:22:43.758469,online delivery,null
336,2021-01-24 15:22:43.758469,online delivery,null
931,2021-01-23 15:22:43.758469,online delivery,3
934,2021-01-22 15:22:43.758469,online delivery,1
464,2021-01-21 15:22:43.758469,online delivery,0
526,2021-01-20 15:22:43.758469,dine-in,3
722,2021-01-19 15:22:43.758469,online delivery,null
609,2021-01-18 15:22:43.758469,dine-in,null
531,2021-01-17 15:22:43.758469,dine-in,5
900,2021-01-16 15:22:43.758469,dine-in,3
2,2021-01-15 15:22:43.758469,dine-in,2
504,2021-01-14 15:22:43.758469,online delivery,null
623,2021-01-13 15:22:43.758469,online delivery,4
552,2021-01-12 15:22:43.758469,online delivery,1
310,2021-01-11 15:22:43.758469,dine-in,4
923,2021-01-10 15:22:43.758469,online delivery,0
446,2021-01-09 15:22:43.758469,dine-in,3
4,2021-01-08 15:22:43.758469,online delivery,5
640,2021-01-07 15:22:43.758469,dine-in,0
968,2021-01-06 15:22:43.758469,online delivery,5
798,2021-01-05 15:22:43.758469,online delivery,0
865,2021-01-04 15:22:43.758469,dine-in,null
472,2021-01-03 15:22:43.758469,online delivery,2
36,2021-01-02 15:22:43.758469,online delivery,4
541,2021-01-01 15:22:43.758469,dine-in,3
951,2020-12-31 15:22:43.758469,dine-in,2
428,2020-12-30 15:22:43.758469,online delivery,null
875,2020-12-29 15:22:43.758469,dine-in,3
939,2020-12-28 15:22:43.758469,dine-in,0
852,2020-12-27 15:22:43.758469,dine-in,0
599,2020-12-26 15:22:43.758469,dine-in,3
97,2020-12-25 15:22:43.758469,dine-in,1
827,2020-12-24 15:22:43.758469,online delivery,2
921,2020-12-23 15:22:43.758469,online delivery,null
930,2020-12-22 15:22:43.758469,online delivery,4
148,2020-12-21 15:22:43.758469,dine-in,0
928,2020-12-20 15:22:43.758469,dine-in,1
349,2020-12-19 15:22:43.758469,online delivery,1
104,2020-12-18 15:22:43.758469,dine-in,4
985,2020-12-17 15:22:43.758469,online delivery,3
713,2020-12-16 15:22:43.758469,dine-in,3
77,2020-12-15 15:22:43.758469,dine-in,2
54,2020-12-14 15:22:43.758469,dine-in,4
800,2020-12-13 15:22:43.758469,dine-in,null
309,2020-12-12 15:22:43.758469,online delivery,0
599,2020-12-11 15:22:43.758469,dine-in,0
220,2020-12-10 15:22:43.758469,online delivery,0
430,2020-12-09 15:22:43.758469,online delivery,2
972,2020-12-08 15:22:43.758469,online delivery,1
208,2020-12-07 15:22:43.758469,online delivery,1
194,2020-12-06 15:22:43.758469,dine-in,null
647,2020-12-05 15:22:43.758469,online delivery,1
869,2020-12-04 15:22:43.758469,dine-in,null
338,2020-12-03 15:22:43.758469,online delivery,1
221,2020-12-02 15:22:43.758469,dine-in,null
384,2020-12-01 15:22:43.758469,online delivery,3
47,2020-11-30 15:22:43.758469,online delivery,2
694,2020-11-29 15:22:43.758469,dine-in,0
817,2020-11-28 15:22:43.758469,dine-in,4
36,2020-11-27 15:22:43.758469,dine-in,0
566,2020-11-26 15:22:43.758469,dine-in,1
866,2020-11-25 15:22:43.758469,dine-in,null
720,2020-11-24 15:22:43.758469,online delivery,5
648,2020-11-23 15:22:43.758469,online delivery,null
569,2020-11-22 15:22:43.758469,dine-in,0
275,2020-11-21 15:22:43.758469,dine-in,null
531,2020-11-20 15:22:43.758469,online delivery,4
542,2020-11-19 15:22:43.758469,online delivery,5
987,2020-11-18 15:22:43.758469,online delivery,null
826,2020-11-17 15:22:43.758469,dine-in,3
806,2020-11-16 15:22:43.758469,dine-in,5
362,2020-11-15 15:22:43.758469,online delivery,1
276,2020-11-14 15:22:43.758469,dine-in,1
896,2020-11-13 15:22:43.758469,dine-in,2
146,2020-11-12 15:22:43.758469,dine-in,null
741,2020-11-11 15:22:43.758469,online delivery,4
58,2020-11-10 15:22:43.758469,online delivery,3
175,2020-11-09 15:22:43.758469,dine-in,3
640,2020-11-08 15:22:43.758469,dine-in,1
78,2020-11-07 15:22:43.758469,online delivery,3
617,2020-11-06 15:22:43.758469,online delivery,3
329,2020-11-05 15:22:43.758469,dine-in,0
974,2020-11-04 15:22:43.758469,dine-in,0
131,2020-11-03 15:22:43.758469,dine-in,0
689,2020-11-02 15:22:43.758469,dine-in,3
602,2020-11-01 15:22:43.758469,dine-in,3
5,2020-10-31 15:22:43.758469,dine-in,4
38,2020-10-30 15:22:43.758469,online delivery,4
99,2020-10-29 15:22:43.758469,dine-in,5
74,2020-10-28 15:22:43.758469,online delivery,4
664,2020-10-27 15:22:43.758469,dine-in,2
829,2020-10-26 15:22:43.758469,online delivery,3
829,2020-10-25 15:22:43.758469,online delivery,2
568,2020-10-24 15:22:43.758469,online delivery,3
537,2020-10-23 15:22:43.758469,online delivery,5
203,2020-10-22 15:22:43.758469,online delivery,2
114,2020-10-21 15:22:43.758469,online delivery,0
543,2020-10-20 15:22:43.758469,online delivery,3
551,2020-10-19 15:22:43.758469,dine-in,null
