bill_id,dish_id,quantity,rating
378,8,2,1
378,15,5,0
378,30,1,0
378,2,5,null
379,20,5,null
379,10,3,0
385,23,5,0
390,28,3,null
390,25,2,2
391,27,1,2
391,1,4,1
391,10,5,0
391,16,5,5
391,5,1,3
391,2,2,0
395,13,5,4
395,4,5,2
395,12,3,4
395,3,2,null
395,22,2,2
395,23,1,3
396,20,4,2
396,2,2,2
397,3,1,3
397,31,3,null
397,14,5,5
397,9,5,1
397,12,1,0
401,29,3,0
401,2,4,2
401,14,3,1
401,15,4,2
405,18,2,5
406,13,5,0
407,3,4,5
407,4,4,3
407,7,5,3
407,19,3,1
407,15,1,null
410,3,5,null
410,8,5,0
410,29,5,null
412,29,1,null
412,15,3,0
412,19,5,0
414,2,5,null
414,13,2,5
414,14,3,2
414,17,3,1
414,11,5,1
414,31,5,1
418,11,5,4
418,29,5,2
418,26,3,3
418,31,1,5
418,18,2,0
425,23,3,3
425,6,1,4
425,26,1,3
425,16,4,null
425,5,2,2
427,11,3,5
427,20,2,0
428,4,4,3
430,17,2,2
430,19,5,4
430,22,3,4
430,4,5,2
430,25,5,5
431,10,5,null
431,11,1,2
431,14,1,0
433,28,4,1
433,3,5,1
434,24,5,3
434,10,1,0
434,14,5,0
434,21,1,2
434,13,1,null
434,6,5,null
437,18,2,4
437,15,1,1
437,5,3,4
438,3,5,null
438,16,4,1
438,2,5,5
438,31,4,null
438,11,3,2
439,26,4,2
439,10,2,1
439,25,1,4
444,14,2,null
444,28,2,5
449,12,3,0
449,5,1,1
449,20,3,4
449,13,2,1
449,26,5,4
449,7,1,0
451,3,4,0
451,12,4,0
451,26,4,5
451,16,3,2
451,2,5,4
452,18,2,4
453,5,4,3
453,19,4,4
453,24,3,3
454,10,3,1
454,4,1,5
454,16,5,1
457,20,2,2
457,11,2,1
457,5,5,null
457,6,3,3
457,25,4,1
457,4,1,4
461,7,4,3
461,16,2,5
461,20,1,4
461,2,5,4
461,5,4,0
461,29,4,1
463,9,1,3
463,29,5,2
463,3,2,2
463,28,3,2
468,6,3,3
470,16,1,3
470,1,3,5
470,29,2,3
470,11,3,1
471,5,3,3
471,16,4,null
471,30,1,2
471,22,5,0
471,10,2,3
474,8,4,1
474,30,3,4
474,16,2,1
474,4,4,null
474,23,5,4
475,5,3,null
475,21,2,0
476,9,3,3
476,1,1,null
476,29,2,4
476,4,2,null
476,21,3,4
476,17,4,5
478,8,4,2
478,26,5,5
478,25,5,4
478,23,5,2
478,5,2,4
478,6,4,0
480,22,5,4
480,15,5,4
480,7,3,3
480,18,4,5
480,13,4,null
482,1,5,5
482,6,3,1
482,19,4,3
484,11,4,2
484,24,2,3
484,2,4,5
484,29,3,5
487,18,3,1
487,15,3,4
487,30,4,5
487,5,1,1
489,2,1,3
489,7,3,3
491,24,5,1
491,27,1,2
492,3,5,2
492,28,5,5
492,1,2,1
492,5,4,null
492,6,1,1
493,22,1,null
496,23,1,null
496,15,2,1
496,14,4,5
496,20,2,null
496,27,5,1
498,22,2,5
498,18,5,null
499,29,2,2
499,20,5,2
499,4,4,0
503,22,5,3
503,6,3,0
503,13,2,4
503,31,1,null
503,8,5,1
504,26,5,1
509,13,5,3
510,15,5,1
510,20,4,0
510,8,1,4
511,17,1,2
511,24,3,0
511,13,4,2
511,7,2,3
512,23,5,null
514,1,1,4
514,4,5,null
514,29,1,4
514,3,3,2
514,31,5,0
514,22,4,4
516,15,1,4
516,4,5,0
517,30,4,1
517,26,4,3
517,21,2,0
517,19,5,5
518,17,3,5
518,27,3,5
518,12,5,5
518,9,3,1
518,21,2,1
518,5,3,1
520,17,1,4
520,8,3,null
520,30,2,null
520,26,3,null
520,29,3,2
520,2,3,1
522,2,2,2
522,17,1,5
522,24,2,2
522,27,1,4
522,10,5,3
523,15,3,5
523,4,4,0
524,24,4,null
524,23,3,5
525,12,2,1
525,9,5,null
525,6,2,1
527,28,1,3
527,3,2,1
527,2,2,3
527,11,5,3
528,16,1,4
528,14,1,0
528,19,5,0
528,20,1,1
528,27,2,5
528,3,5,0
529,21,2,null
529,1,4,0
529,18,2,4
529,15,4,5
529,14,5,4
534,4,4,0
534,9,3,4
538,14,3,2
538,3,3,5
539,29,3,5
539,16,1,2
539,2,3,5
539,3,5,null
540,6,2,4
540,22,4,1
540,14,5,3
540,18,1,1
541,21,3,4
542,26,3,2
542,18,4,0
542,20,1,4
543,16,1,2
543,4,2,5
543,7,1,1
543,8,4,4
543,10,5,4
545,18,4,3
546,12,3,1
546,19,2,0
546,30,1,2
548,12,1,0
548,21,4,3
548,8,5,2
548,19,3,2
554,6,1,1
554,20,2,2
555,27,3,0
555,18,4,3
560,13,2,3
561,5,5,null
561,8,4,2
565,7,5,1
565,2,3,1
565,30,1,5
565,5,4,1
566,23,2,null
566,9,4,4
566,5,5,3
566,13,2,4
567,31,2,3
567,10,5,5
567,8,1,1
567,25,4,1
569,7,3,2
569,1,5,2
569,24,5,2
569,15,2,4
569,14,5,4
570,21,4,2
570,11,3,5
570,9,5,5
571,16,1,5
571,7,2,0
571,30,3,null
571,4,5,4
571,6,1,0
572,8,2,1
572,31,3,4
572,18,5,0
572,1,4,0
572,10,2,0
572,11,3,null
573,18,2,4
573,12,4,0
573,8,2,0
574,14,4,5
574,4,1,2
574,26,5,1
574,19,5,0
577,14,2,1
577,1,1,4
578,3,2,0
580,8,4,5
582,28,5,2
582,4,1,4
582,26,2,0
582,22,1,0
582,2,3,5
582,19,4,0
583,23,5,4
583,1,2,4
583,25,1,3
584,8,4,0
584,31,5,null
584,23,1,5
584,29,1,4
584,16,5,0
584,9,2,5
585,28,4,2
585,11,2,null
588,8,5,5
588,30,5,null
588,31,2,0
588,6,4,null
589,22,1,2
589,28,1,0
589,4,3,3
589,7,4,1
590,7,2,2
590,12,4,4
590,26,3,5
590,2,5,1
590,18,5,null
590,21,4,4
593,18,4,4
593,27,4,1
593,7,5,0
593,25,5,5
593,15,4,0
593,14,4,1
594,27,1,0
594,31,3,3
594,21,1,2
594,15,2,2
594,30,2,null
594,18,4,3
595,25,1,2
595,26,5,2
595,6,2,null
595,2,2,null
595,17,2,5
600,7,4,0
600,23,5,null
600,10,4,3
601,22,2,3
601,14,4,null
601,4,5,1
601,30,2,5
601,13,5,5
602,9,1,null
602,7,1,3
604,21,2,null
604,30,3,0
604,4,1,4
604,27,3,0
604,22,4,3
605,19,5,5
605,30,1,5
605,10,5,null
605,27,1,5
605,23,4,2
608,22,4,4
608,1,5,5
608,6,2,0
608,4,4,1
608,5,2,4
609,5,5,0
609,13,1,4
609,7,2,5
610,20,5,4
611,14,4,3
611,22,1,4
611,20,4,null
611,26,1,3
611,8,4,null
616,25,5,3
616,8,2,4
617,21,4,null
617,14,3,3
619,3,3,4
622,22,5,1
622,26,2,0
622,27,3,5
622,25,5,0
624,25,3,5
624,1,5,3
624,6,3,null
624,18,3,3
625,28,3,0
625,10,2,null
627,16,4,3
627,18,5,2
627,25,2,1
627,28,1,3
629,1,2,null
631,24,3,4
631,14,5,2
633,14,3,3
633,22,3,null
637,15,5,0
637,1,1,null
637,25,4,0
637,23,1,5
640,26,3,5
640,8,3,2
640,23,2,2
640,22,3,4
640,19,3,4
640,4,2,3
642,23,2,5
642,31,4,2
642,22,3,2
642,15,2,1
642,20,4,4
642,11,5,1
643,3,2,0
643,30,3,1
643,27,4,2
643,13,5,5
644,28,3,5
644,6,3,null
647,21,5,null
647,26,4,3
647,29,4,4
647,4,5,1
650,18,1,3
650,12,1,3
650,23,4,0
651,21,2,4
651,17,3,2
651,25,4,2
651,8,4,3
652,3,1,1
652,13,4,2
655,27,3,0
655,16,3,2
655,4,3,null
655,19,2,2
655,24,1,3
657,31,5,null
657,29,1,0
657,4,5,1
657,24,4,1
657,9,5,5
657,11,2,0
660,11,2,3
660,6,1,4
661,5,1,5
662,12,1,5
662,15,1,1
662,18,5,4
665,15,1,3
665,30,3,5
665,17,4,4
665,31,4,4
665,26,1,2
667,27,4,2
667,12,3,0
667,18,5,1
668,25,3,4
670,11,4,4
670,8,3,1
670,21,5,4
670,14,3,null
671,31,1,2
671,17,3,5
671,21,5,4
671,11,1,4
671,8,2,0
671,29,3,3
672,28,3,5
672,5,3,null
672,18,5,2
673,1,1,3
677,24,5,2
677,9,1,0
677,22,5,3
677,21,4,2
677,13,5,null
677,10,2,4
678,15,1,5
679,23,5,1
679,9,1,5
679,17,4,5
679,13,2,0
680,15,5,3
680,23,2,3
680,9,3,0
680,26,5,4
682,26,5,0
685,25,2,1
685,4,5,3
685,28,4,0
685,9,1,3
685,23,1,0
686,17,3,null
686,1,4,4
686,14,5,4
686,13,2,1
687,5,3,4
687,18,3,0
687,22,3,0
687,15,1,5
688,24,5,1
688,19,1,1
691,7,5,3
691,25,4,null
691,23,5,4
692,25,4,4
692,7,3,2
694,30,5,4
694,9,4,2
695,13,2,4
695,9,2,3
695,14,2,1
695,21,5,1
695,6,4,2
695,1,2,null
696,18,4,5
696,26,1,5
696,31,2,0
699,29,3,5
701,23,5,0
701,27,2,null
703,8,4,3
703,26,2,2
703,9,4,null
703,4,1,1
704,11,3,4
704,24,3,4
704,19,3,null
705,3,1,3
705,17,3,4
706,18,4,2
706,15,1,4
706,27,5,null
706,1,5,3
706,5,1,1
706,11,4,4
708,29,1,2
708,30,4,5
708,24,3,2
708,18,2,2
709,24,3,2
709,25,5,null
709,3,1,4
709,13,5,0
709,27,2,1
710,19,5,null
710,11,5,5
714,31,2,3
714,18,3,5
714,3,4,4
714,8,1,5
714,28,4,1
714,5,3,0
716,21,4,0
716,26,4,3
716,18,3,3
716,25,3,1
716,9,3,3
716,3,4,4
717,25,2,0
717,22,4,1
717,17,3,0
718,9,1,1
718,14,1,3
718,19,3,2
719,19,3,4
719,20,3,3
720,15,2,1
721,26,3,5
721,14,5,3
723,21,5,1
723,30,3,3
723,8,1,1
723,6,4,1
725,6,3,1
725,8,5,3
725,17,4,null
725,29,5,4
725,28,3,5
732,11,2,4
732,26,2,2
732,13,5,3
735,28,1,0
735,25,2,0
735,29,1,1
735,9,5,5
735,27,2,1
736,29,5,3
741,18,2,0
741,22,3,2
741,21,2,5
741,25,1,null
744,13,3,4
745,24,1,3
745,22,4,0
745,25,1,3
747,28,5,0
747,8,3,2
747,26,3,null
748,9,4,3
748,7,1,5
748,17,5,3
748,8,3,3
750,25,2,0
750,6,2,1
750,31,2,3
750,24,1,2
750,1,3,4
752,30,1,4
752,9,2,1
754,29,4,1
754,16,3,4
754,8,1,null
756,6,1,4
756,7,1,1
756,28,5,4
756,27,3,2
756,8,1,1
758,26,5,0
758,20,3,4
758,17,2,0
761,28,2,0
761,6,4,4
761,23,4,null
761,24,3,2
761,4,4,2
761,21,2,5
762,21,2,1
762,27,3,1
763,27,2,3
763,1,1,1
763,9,2,0
764,18,3,null
764,4,2,1
765,5,4,5
765,18,4,3
766,19,4,3
767,26,5,2
767,16,1,null
767,7,5,2
767,1,4,4
769,31,3,0
769,14,5,1
769,4,3,null
769,15,1,5
769,23,4,3
769,12,5,2
771,8,3,2
772,8,1,3
772,17,3,3
772,12,4,4
772,13,1,4
772,5,4,3
773,26,1,1
773,19,3,2
773,2,2,null
773,8,3,0
774,11,3,0
774,8,1,2
774,4,5,1
774,18,4,2
778,19,1,4
778,6,1,3
778,3,2,null
778,4,3,5
778,30,1,3
778,10,3,3
779,12,2,0
779,31,4,2
779,13,2,4
779,22,2,2
779,29,5,1
779,4,4,0
781,7,4,5
785,22,4,2
785,24,2,null
785,31,1,5
785,25,1,3
785,5,5,0
786,9,4,5
786,6,4,3
786,19,3,1
787,7,2,0
787,15,4,0
787,31,1,3
787,29,2,3
787,5,2,3
787,9,5,4
788,4,2,1
788,21,3,3
788,20,2,4
788,31,3,3
788,15,3,3
788,5,5,0
789,19,4,null
789,8,5,4
789,16,3,0
789,14,5,0
789,18,4,null
789,7,2,4
792,7,1,2
792,23,4,null
792,29,1,5
795,20,1,0
798,5,5,1
798,10,5,5
804,9,3,0
804,15,5,3
804,12,5,null
804,25,2,null
804,7,3,3
805,16,3,2
807,30,1,3
807,1,1,5
807,7,4,1
807,9,1,2
809,27,4,0
809,1,1,0
809,29,5,2
811,23,2,4
811,3,4,4
811,28,5,3
813,8,5,3
813,1,2,null
813,19,4,5
813,16,4,2
815,11,5,3
815,5,4,5
815,31,3,0
815,2,5,2
817,27,5,5
817,10,5,2
818,8,4,2
818,19,1,4
818,27,5,0
819,11,2,null
819,31,2,null
821,10,5,2
821,5,2,3
821,2,1,3
821,21,5,2
825,7,4,0
825,14,2,3
825,29,2,null
826,31,1,5
826,19,5,1
826,27,4,5
826,9,2,0
826,2,1,4
826,13,4,4
827,5,5,2
827,27,2,2
827,13,5,4
827,7,1,5
827,29,4,2
828,5,1,1
829,13,4,3
829,21,2,null
829,23,5,1
829,26,2,null
833,19,1,null
833,6,2,1
833,18,2,1
833,2,4,2
833,3,3,2
837,24,2,5
838,3,4,4
838,16,3,null
842,17,3,0
842,14,5,1
842,20,3,5
842,12,1,3
842,6,5,2
843,7,5,0
843,20,4,1
843,4,4,3
843,13,2,0
843,19,4,1
846,1,5,1
847,26,3,4
847,4,2,1
847,7,2,2
848,4,2,4
848,7,5,null
848,15,2,2
848,23,2,1
848,14,1,5
850,29,4,null
852,24,4,4
852,1,1,2
853,5,4,2
853,10,4,0
853,16,1,5
853,25,1,5
853,26,3,0
853,12,3,null
855,4,5,4
855,17,3,0
855,16,1,2
855,25,4,2
855,5,4,2
855,11,5,3
856,23,1,3
856,19,1,0
856,14,1,1
856,16,2,5
856,22,4,null
858,11,4,3
858,17,1,0
858,7,3,1
858,19,2,2
859,21,5,2
859,10,2,5
859,2,3,2
859,12,5,5
859,28,5,5
859,7,1,1
861,16,4,0
861,18,4,5
861,7,4,2
861,1,1,2
861,13,4,1
864,2,4,5
864,26,4,1
864,17,1,2
864,22,4,0
864,20,5,5
867,1,2,4
869,12,3,2
870,29,3,null
870,21,4,0
870,13,4,1
870,12,1,1
870,1,1,3
870,9,5,0
872,28,5,4
872,23,2,4
873,28,2,3
873,9,5,4
873,7,1,null
873,31,2,5
873,26,1,4
874,10,2,0
874,30,2,3
874,19,2,5
874,6,1,1
876,12,5,0
876,31,5,0
876,10,1,3
878,18,3,1
878,31,2,5
881,11,3,null
881,28,1,2
881,7,5,2
881,9,2,2
882,8,3,1
882,9,4,4
882,19,2,1
882,26,1,1
883,16,1,2
886,3,1,4
886,5,3,2
886,31,5,3
886,17,2,5
886,4,4,3
886,22,2,0
887,11,4,2
887,14,1,null
887,24,3,null
888,11,3,null
888,4,2,null
888,23,5,null
888,27,1,4
888,2,1,null
891,15,2,5
891,18,4,3
891,27,2,4
892,18,2,4
893,6,1,1
893,5,3,2
893,30,1,0
893,17,5,0
893,24,3,1
893,10,3,null
894,6,5,null
894,27,5,0
895,17,4,1
899,26,4,2
899,30,4,null
899,21,3,4
899,19,3,1
899,23,3,3
899,29,2,1
900,23,1,1
900,7,2,1
900,8,3,1
902,5,4,null
902,26,5,1
902,27,4,5
902,21,4,1
902,22,4,2
902,18,1,5
905,27,4,1
905,7,2,3
905,16,4,0
905,8,2,null
905,13,1,3
906,29,4,1
906,24,1,null
906,31,2,2
906,27,2,3
910,30,3,1
910,3,2,1
910,17,1,3
910,31,4,2
910,23,3,2
912,4,1,4
912,24,2,4
913,11,1,2
915,13,2,4
918,1,4,4
918,6,4,2
918,10,1,0
918,2,1,1
918,28,4,4
918,8,3,2
919,15,2,1
919,27,4,4
919,8,4,null
919,2,1,0
919,20,3,null
919,21,2,2
922,11,3,1
922,1,1,2
922,9,3,null
922,8,4,3
922,23,4,2
922,15,4,2
923,20,4,0
924,25,4,null
924,19,1,3
924,4,2,2
924,2,2,4
924,21,5,null
926,18,2,1
926,13,1,null
926,21,1,null
926,11,5,4
926,25,1,1
927,6,3,5
927,2,1,1
927,16,1,null
927,23,2,2
932,14,2,0
932,5,4,0
932,4,1,3
932,20,1,null
932,2,5,null
935,11,5,3
937,13,1,2
937,2,2,3
937,5,4,0
937,30,5,3
938,13,2,1
938,30,1,5
938,1,4,5
938,10,5,5
940,25,5,0
940,15,2,1
940,9,3,3
942,29,3,2
942,31,4,1
942,22,1,null
942,19,5,1
942,28,4,2
942,16,4,null
943,22,1,1
943,20,5,4
943,16,1,2
945,13,5,5
945,26,3,null
945,19,4,2
946,27,1,2
946,31,3,5
946,29,3,3
946,22,2,null
946,4,3,0
946,2,3,2
947,22,2,4
947,13,2,4
947,23,5,2
947,9,3,0
950,8,4,2
950,1,4,1
950,24,5,1
952,30,1,null
952,6,5,3
952,8,5,5
952,29,4,4
953,2,1,2
953,10,2,1
958,5,3,4
958,24,2,3
958,10,1,1
958,31,1,5
959,23,3,0
959,16,1,0
961,30,2,0
961,25,1,4
961,10,1,4
961,16,5,null
961,11,4,1
961,24,2,2
964,6,4,0
964,13,1,1
964,18,3,2
964,31,1,4
965,5,5,0
965,24,2,2
965,27,1,3
965,15,4,2
967,9,2,null
968,4,5,null
968,9,5,0
968,25,4,2
968,15,5,0
969,1,4,4
969,22,2,0
974,26,1,null
974,28,5,2
975,2,3,3
975,29,3,3
977,9,4,1
978,27,2,0
978,1,3,4
979,7,4,2
979,29,1,null
979,17,1,null
979,12,1,4
979,16,3,null
979,2,4,1
982,12,3,1
982,5,1,3
982,28,4,2
983,27,4,1
986,9,3,5
