bill_id,table_id,start_time,end_time
75,80,2022-02-11 22:06:55.306947,2022-02-11 22:51:55.306947
76,98,2022-02-10 22:06:55.306947,2022-02-10 22:51:55.306947
77,72,2022-02-09 22:06:55.306947,2022-02-09 22:51:55.306947
78,67,2022-02-08 22:06:55.306947,2022-02-08 22:51:55.306947
84,18,2022-02-02 22:06:55.306947,2022-02-02 22:51:55.306947
85,19,2022-02-01 22:06:55.306947,2022-02-01 22:51:55.306947
86,5,2022-01-31 22:06:55.306947,2022-01-31 22:51:55.306947
87,63,2022-01-30 22:06:55.306947,2022-01-30 22:51:55.306947
88,53,2022-01-29 22:06:55.306947,2022-01-29 22:51:55.306947
90,68,2022-01-27 22:06:55.306947,2022-01-27 22:51:55.306947
91,30,2022-01-26 22:06:55.306947,2022-01-26 22:51:55.306947
95,41,2022-01-22 22:06:55.306947,2022-01-22 22:51:55.306947
99,8,2022-01-18 22:06:55.306947,2022-01-18 22:51:55.306947
103,74,2022-01-14 22:06:55.306947,2022-01-14 22:51:55.306947
104,7,2022-01-13 22:06:55.306947,2022-01-13 22:51:55.306947
105,58,2022-01-12 22:06:55.306947,2022-01-12 22:51:55.306947
106,15,2022-01-11 22:06:55.306947,2022-01-11 22:51:55.306947
108,87,2022-01-09 22:06:55.306947,2022-01-09 22:51:55.306947
111,96,2022-01-06 22:06:55.306947,2022-01-06 22:51:55.306947
112,47,2022-01-05 22:06:55.306947,2022-01-05 22:51:55.306947
113,26,2022-01-04 22:06:55.306947,2022-01-04 22:51:55.306947
114,86,2022-01-03 22:06:55.306947,2022-01-03 22:51:55.306947
117,80,2021-12-31 22:06:55.306947,2021-12-31 22:51:55.306947
118,29,2021-12-30 22:06:55.306947,2021-12-30 22:51:55.306947
122,84,2021-12-26 22:06:55.306947,2021-12-26 22:51:55.306947
123,42,2021-12-25 22:06:55.306947,2021-12-25 22:51:55.306947
124,78,2021-12-24 22:06:55.306947,2021-12-24 22:51:55.306947
125,17,2021-12-23 22:06:55.306947,2021-12-23 22:51:55.306947
126,61,2021-12-22 22:06:55.306947,2021-12-22 22:51:55.306947
128,15,2021-12-20 22:06:55.306947,2021-12-20 22:51:55.306947
130,20,2021-12-18 22:06:55.306947,2021-12-18 22:51:55.306947
131,61,2021-12-17 22:06:55.306947,2021-12-17 22:51:55.306947
135,95,2021-12-13 22:06:55.306947,2021-12-13 22:51:55.306947
136,69,2021-12-12 22:06:55.306947,2021-12-12 22:51:55.306947
138,60,2021-12-10 22:06:55.306947,2021-12-10 22:51:55.306947
141,18,2021-12-07 22:06:55.306947,2021-12-07 22:51:55.306947
142,71,2021-12-06 22:06:55.306947,2021-12-06 22:51:55.306947
144,21,2021-12-04 22:06:55.306947,2021-12-04 22:51:55.306947
145,100,2021-12-03 22:06:55.306947,2021-12-03 22:51:55.306947
147,55,2021-12-01 22:06:55.306947,2021-12-01 22:51:55.306947
151,82,2021-11-27 22:06:55.306947,2021-11-27 22:51:55.306947
155,75,2021-11-23 22:06:55.306947,2021-11-23 22:51:55.306947
156,19,2021-11-22 22:06:55.306947,2021-11-22 22:51:55.306947
159,2,2021-11-19 22:06:55.306947,2021-11-19 22:51:55.306947
166,80,2021-11-12 22:06:55.306947,2021-11-12 22:51:55.306947
167,50,2021-11-11 22:06:55.306947,2021-11-11 22:51:55.306947
169,12,2021-11-09 22:06:55.306947,2021-11-09 22:51:55.306947
172,32,2021-11-06 22:06:55.306947,2021-11-06 22:51:55.306947
176,68,2021-11-02 22:06:55.306947,2021-11-02 22:51:55.306947
178,56,2021-10-31 22:06:55.306947,2021-10-31 22:51:55.306947
179,26,2021-10-30 22:06:55.306947,2021-10-30 22:51:55.306947
180,97,2021-10-29 22:06:55.306947,2021-10-29 22:51:55.306947
188,26,2021-10-21 22:06:55.306947,2021-10-21 22:51:55.306947
189,95,2021-10-20 22:06:55.306947,2021-10-20 22:51:55.306947
192,71,2021-10-17 22:06:55.306947,2021-10-17 22:51:55.306947
194,22,2021-10-15 22:06:55.306947,2021-10-15 22:51:55.306947
195,61,2021-10-14 22:06:55.306947,2021-10-14 22:51:55.306947
198,32,2021-10-11 22:06:55.306947,2021-10-11 22:51:55.306947
200,6,2021-10-09 22:06:55.306947,2021-10-09 22:51:55.306947
202,70,2021-10-07 22:06:55.306947,2021-10-07 22:51:55.306947
203,73,2021-10-06 22:06:55.306947,2021-10-06 22:51:55.306947
204,57,2021-10-05 22:06:55.306947,2021-10-05 22:51:55.306947
205,60,2021-10-04 22:06:55.306947,2021-10-04 22:51:55.306947
206,67,2021-10-03 22:06:55.306947,2021-10-03 22:51:55.306947
208,41,2021-10-01 22:06:55.306947,2021-10-01 22:51:55.306947
210,53,2021-09-29 22:06:55.306947,2021-09-29 22:51:55.306947
213,34,2021-09-26 22:06:55.306947,2021-09-26 22:51:55.306947
214,17,2021-09-25 22:06:55.306947,2021-09-25 22:51:55.306947
215,89,2021-09-24 22:06:55.306947,2021-09-24 22:51:55.306947
216,75,2021-09-23 22:06:55.306947,2021-09-23 22:51:55.306947
217,35,2021-09-22 22:06:55.306947,2021-09-22 22:51:55.306947
218,34,2021-09-21 22:06:55.306947,2021-09-21 22:51:55.306947
219,39,2021-09-20 22:06:55.306947,2021-09-20 22:51:55.306947
220,5,2021-09-19 22:06:55.306947,2021-09-19 22:51:55.306947
222,96,2021-09-17 22:06:55.306947,2021-09-17 22:51:55.306947
226,99,2021-09-13 22:06:55.306947,2021-09-13 22:51:55.306947
227,95,2021-09-12 22:06:55.306947,2021-09-12 22:51:55.306947
228,90,2021-09-11 22:06:55.306947,2021-09-11 22:51:55.306947
229,49,2021-09-10 22:06:55.306947,2021-09-10 22:51:55.306947
231,58,2021-09-08 22:06:55.306947,2021-09-08 22:51:55.306947
233,16,2021-09-06 22:06:55.306947,2021-09-06 22:51:55.306947
234,58,2021-09-05 22:06:55.306947,2021-09-05 22:51:55.306947
235,87,2021-09-04 22:06:55.306947,2021-09-04 22:51:55.306947
236,70,2021-09-03 22:06:55.306947,2021-09-03 22:51:55.306947
239,93,2021-08-31 22:06:55.306947,2021-08-31 22:51:55.306947
240,82,2021-08-30 22:06:55.306947,2021-08-30 22:51:55.306947
243,59,2021-08-27 22:06:55.306947,2021-08-27 22:51:55.306947
253,69,2021-08-17 22:06:55.306947,2021-08-17 22:51:55.306947
254,52,2021-08-16 22:06:55.306947,2021-08-16 22:51:55.306947
255,37,2021-08-15 22:06:55.306947,2021-08-15 22:51:55.306947
256,1,2021-08-14 22:06:55.306947,2021-08-14 22:51:55.306947
257,28,2021-08-13 22:06:55.306947,2021-08-13 22:51:55.306947
258,65,2021-08-12 22:06:55.306947,2021-08-12 22:51:55.306947
259,6,2021-08-11 22:06:55.306947,2021-08-11 22:51:55.306947
260,72,2021-08-10 22:06:55.306947,2021-08-10 22:51:55.306947
261,90,2021-08-09 22:06:55.306947,2021-08-09 22:51:55.306947
263,26,2021-08-07 22:06:55.306947,2021-08-07 22:51:55.306947
264,3,2021-08-06 22:06:55.306947,2021-08-06 22:51:55.306947
265,72,2021-08-05 22:06:55.306947,2021-08-05 22:51:55.306947
270,9,2021-07-31 22:06:55.306947,2021-07-31 22:51:55.306947
272,21,2021-07-29 22:06:55.306947,2021-07-29 22:51:55.306947
274,35,2021-07-27 22:06:55.306947,2021-07-27 22:51:55.306947
276,23,2021-07-25 22:06:55.306947,2021-07-25 22:51:55.306947
277,22,2021-07-24 22:06:55.306947,2021-07-24 22:51:55.306947
278,61,2021-07-23 22:06:55.306947,2021-07-23 22:51:55.306947
279,69,2021-07-22 22:06:55.306947,2021-07-22 22:51:55.306947
280,92,2021-07-21 22:06:55.306947,2021-07-21 22:51:55.306947
281,67,2021-07-20 22:06:55.306947,2021-07-20 22:51:55.306947
288,81,2021-07-13 22:06:55.306947,2021-07-13 22:51:55.306947
291,68,2021-07-10 22:06:55.306947,2021-07-10 22:51:55.306947
294,14,2021-07-07 22:06:55.306947,2021-07-07 22:51:55.306947
296,34,2021-07-05 22:06:55.306947,2021-07-05 22:51:55.306947
299,21,2021-07-02 22:06:55.306947,2021-07-02 22:51:55.306947
301,56,2021-06-30 22:06:55.306947,2021-06-30 22:51:55.306947
306,34,2021-06-25 22:06:55.306947,2021-06-25 22:51:55.306947
307,75,2021-06-24 22:06:55.306947,2021-06-24 22:51:55.306947
308,73,2021-06-23 22:06:55.306947,2021-06-23 22:51:55.306947
309,8,2021-06-22 22:06:55.306947,2021-06-22 22:51:55.306947
310,91,2021-06-21 22:06:55.306947,2021-06-21 22:51:55.306947
312,50,2021-06-19 22:06:55.306947,2021-06-19 22:51:55.306947
314,14,2021-06-17 22:06:55.306947,2021-06-17 22:51:55.306947
316,92,2021-06-15 22:06:55.306947,2021-06-15 22:51:55.306947
318,8,2021-06-13 22:06:55.306947,2021-06-13 22:51:55.306947
321,7,2021-06-10 22:06:55.306947,2021-06-10 22:51:55.306947
322,33,2021-06-09 22:06:55.306947,2021-06-09 22:51:55.306947
324,1,2021-06-07 22:06:55.306947,2021-06-07 22:51:55.306947
325,59,2021-06-06 22:06:55.306947,2021-06-06 22:51:55.306947
328,20,2021-06-03 22:06:55.306947,2021-06-03 22:51:55.306947
329,17,2021-06-02 22:06:55.306947,2021-06-02 22:51:55.306947
333,33,2021-05-29 22:06:55.306947,2021-05-29 22:51:55.306947
335,13,2021-05-27 22:06:55.306947,2021-05-27 22:51:55.306947
337,93,2021-05-25 22:06:55.306947,2021-05-25 22:51:55.306947
340,89,2021-05-22 22:06:55.306947,2021-05-22 22:51:55.306947
341,88,2021-05-21 22:06:55.306947,2021-05-21 22:51:55.306947
343,20,2021-05-19 22:06:55.306947,2021-05-19 22:51:55.306947
345,74,2021-05-17 22:06:55.306947,2021-05-17 22:51:55.306947
350,62,2021-05-12 22:06:55.306947,2021-05-12 22:51:55.306947
351,10,2021-05-11 22:06:55.306947,2021-05-11 22:51:55.306947
353,55,2021-05-09 22:06:55.306947,2021-05-09 22:51:55.306947
354,83,2021-05-08 22:06:55.306947,2021-05-08 22:51:55.306947
355,74,2021-05-07 22:06:55.306947,2021-05-07 22:51:55.306947
356,72,2021-05-06 22:06:55.306947,2021-05-06 22:51:55.306947
358,8,2021-05-04 22:06:55.306947,2021-05-04 22:51:55.306947
360,12,2021-05-02 22:06:55.306947,2021-05-02 22:51:55.306947
366,57,2021-04-26 22:06:55.306947,2021-04-26 22:51:55.306947
370,19,2021-04-22 22:06:55.306947,2021-04-22 22:51:55.306947
372,32,2021-04-20 22:06:55.306947,2021-04-20 22:51:55.306947
373,10,2021-04-19 22:06:55.306947,2021-04-19 22:51:55.306947
380,62,2021-04-12 22:06:55.306947,2021-04-12 22:51:55.306947
381,73,2021-04-11 22:06:55.306947,2021-04-11 22:51:55.306947
382,65,2021-04-10 22:06:55.306947,2021-04-10 22:51:55.306947
383,32,2021-04-09 22:06:55.306947,2021-04-09 22:51:55.306947
384,80,2021-04-08 22:06:55.306947,2021-04-08 22:51:55.306947
386,53,2021-04-06 22:06:55.306947,2021-04-06 22:51:55.306947
387,16,2021-04-05 22:06:55.306947,2021-04-05 22:51:55.306947
388,59,2021-04-04 22:06:55.306947,2021-04-04 22:51:55.306947
389,79,2021-04-03 22:06:55.306947,2021-04-03 22:51:55.306947
392,41,2021-03-31 22:06:55.306947,2021-03-31 22:51:55.306947
393,6,2021-03-30 22:06:55.306947,2021-03-30 22:51:55.306947
394,4,2021-03-29 22:06:55.306947,2021-03-29 22:51:55.306947
398,35,2021-03-25 22:06:55.306947,2021-03-25 22:51:55.306947
399,33,2021-03-24 22:06:55.306947,2021-03-24 22:51:55.306947
400,16,2021-03-23 22:06:55.306947,2021-03-23 22:51:55.306947
402,95,2021-03-21 22:06:55.306947,2021-03-21 22:51:55.306947
403,70,2021-03-20 22:06:55.306947,2021-03-20 22:51:55.306947
404,18,2021-03-19 22:06:55.306947,2021-03-19 22:51:55.306947
408,5,2021-03-15 22:06:55.306947,2021-03-15 22:51:55.306947
409,46,2021-03-14 22:06:55.306947,2021-03-14 22:51:55.306947
411,36,2021-03-12 22:06:55.306947,2021-03-12 22:51:55.306947
413,56,2021-03-10 22:06:55.306947,2021-03-10 22:51:55.306947
415,87,2021-03-08 22:06:55.306947,2021-03-08 22:51:55.306947
416,29,2021-03-07 22:06:55.306947,2021-03-07 22:51:55.306947
417,58,2021-03-06 22:06:55.306947,2021-03-06 22:51:55.306947
419,41,2021-03-04 22:06:55.306947,2021-03-04 22:51:55.306947
420,13,2021-03-03 22:06:55.306947,2021-03-03 22:51:55.306947
421,86,2021-03-02 22:06:55.306947,2021-03-02 22:51:55.306947
422,89,2021-03-01 22:06:55.306947,2021-03-01 22:51:55.306947
423,43,2021-02-28 22:06:55.306947,2021-02-28 22:51:55.306947
424,45,2021-02-27 22:06:55.306947,2021-02-27 22:51:55.306947
426,13,2021-02-25 22:06:55.306947,2021-02-25 22:51:55.306947
429,22,2021-02-22 22:06:55.306947,2021-02-22 22:51:55.306947
432,98,2021-02-19 22:06:55.306947,2021-02-19 22:51:55.306947
435,100,2021-02-16 22:06:55.306947,2021-02-16 22:51:55.306947
436,33,2021-02-15 22:06:55.306947,2021-02-15 22:51:55.306947
440,87,2021-02-11 22:06:55.306947,2021-02-11 22:51:55.306947
441,73,2021-02-10 22:06:55.306947,2021-02-10 22:51:55.306947
442,4,2021-02-09 22:06:55.306947,2021-02-09 22:51:55.306947
443,95,2021-02-08 22:06:55.306947,2021-02-08 22:51:55.306947
445,66,2021-02-06 22:06:55.306947,2021-02-06 22:51:55.306947
446,19,2021-02-05 22:06:55.306947,2021-02-05 22:51:55.306947
447,31,2021-02-04 22:06:55.306947,2021-02-04 22:51:55.306947
448,3,2021-02-03 22:06:55.306947,2021-02-03 22:51:55.306947
450,2,2021-02-01 22:06:55.306947,2021-02-01 22:51:55.306947
455,69,2021-01-27 22:06:55.306947,2021-01-27 22:51:55.306947
456,7,2021-01-26 22:06:55.306947,2021-01-26 22:51:55.306947
458,5,2021-01-24 22:06:55.306947,2021-01-24 22:51:55.306947
459,47,2021-01-23 22:06:55.306947,2021-01-23 22:51:55.306947
460,52,2021-01-22 22:06:55.306947,2021-01-22 22:51:55.306947
462,89,2021-01-20 22:06:55.306947,2021-01-20 22:51:55.306947
464,96,2021-01-18 22:06:55.306947,2021-01-18 22:51:55.306947
465,41,2021-01-17 22:06:55.306947,2021-01-17 22:51:55.306947
466,22,2021-01-16 22:06:55.306947,2021-01-16 22:51:55.306947
467,90,2021-01-15 22:06:55.306947,2021-01-15 22:51:55.306947
469,93,2021-01-13 22:06:55.306947,2021-01-13 22:51:55.306947
472,16,2021-01-10 22:06:55.306947,2021-01-10 22:51:55.306947
473,31,2021-01-09 22:06:55.306947,2021-01-09 22:51:55.306947
477,34,2021-01-05 22:06:55.306947,2021-01-05 22:51:55.306947
479,94,2021-01-03 22:06:55.306947,2021-01-03 22:51:55.306947
481,2,2021-01-01 22:06:55.306947,2021-01-01 22:51:55.306947
483,57,2020-12-30 22:06:55.306947,2020-12-30 22:51:55.306947
485,19,2020-12-28 22:06:55.306947,2020-12-28 22:51:55.306947
486,79,2020-12-27 22:06:55.306947,2020-12-27 22:51:55.306947
488,36,2020-12-25 22:06:55.306947,2020-12-25 22:51:55.306947
490,55,2020-12-23 22:06:55.306947,2020-12-23 22:51:55.306947
494,20,2020-12-19 22:06:55.306947,2020-12-19 22:51:55.306947
495,39,2020-12-18 22:06:55.306947,2020-12-18 22:51:55.306947
497,80,2020-12-16 22:06:55.306947,2020-12-16 22:51:55.306947
500,38,2020-12-13 22:06:55.306947,2020-12-13 22:51:55.306947
501,69,2020-12-12 22:06:55.306947,2020-12-12 22:51:55.306947
502,82,2020-12-11 22:06:55.306947,2020-12-11 22:51:55.306947
505,79,2020-12-08 22:06:55.306947,2020-12-08 22:51:55.306947
506,32,2020-12-07 22:06:55.306947,2020-12-07 22:51:55.306947
507,29,2020-12-06 22:06:55.306947,2020-12-06 22:51:55.306947
508,63,2020-12-05 22:06:55.306947,2020-12-05 22:51:55.306947
513,35,2020-11-30 22:06:55.306947,2020-11-30 22:51:55.306947
515,95,2020-11-28 22:06:55.306947,2020-11-28 22:51:55.306947
519,22,2020-11-24 22:06:55.306947,2020-11-24 22:51:55.306947
521,79,2020-11-22 22:06:55.306947,2020-11-22 22:51:55.306947
526,87,2020-11-17 22:06:55.306947,2020-11-17 22:51:55.306947
530,25,2020-11-13 22:06:55.306947,2020-11-13 22:51:55.306947
531,7,2020-11-12 22:06:55.306947,2020-11-12 22:51:55.306947
532,39,2020-11-11 22:06:55.306947,2020-11-11 22:51:55.306947
533,72,2020-11-10 22:06:55.306947,2020-11-10 22:51:55.306947
535,72,2020-11-08 22:06:55.306947,2020-11-08 22:51:55.306947
536,56,2020-11-07 22:06:55.306947,2020-11-07 22:51:55.306947
537,86,2020-11-06 22:06:55.306947,2020-11-06 22:51:55.306947
544,99,2020-10-30 22:06:55.306947,2020-10-30 22:51:55.306947
547,9,2020-10-27 22:06:55.306947,2020-10-27 22:51:55.306947
549,2,2020-10-25 22:06:55.306947,2020-10-25 22:51:55.306947
550,13,2020-10-24 22:06:55.306947,2020-10-24 22:51:55.306947
551,20,2020-10-23 22:06:55.306947,2020-10-23 22:51:55.306947
552,53,2020-10-22 22:06:55.306947,2020-10-22 22:51:55.306947
553,33,2020-10-21 22:06:55.306947,2020-10-21 22:51:55.306947
556,44,2020-10-18 22:06:55.306947,2020-10-18 22:51:55.306947
557,4,2020-10-17 22:06:55.306947,2020-10-17 22:51:55.306947
558,38,2020-10-16 22:06:55.306947,2020-10-16 22:51:55.306947
559,85,2020-10-15 22:06:55.306947,2020-10-15 22:51:55.306947
562,83,2020-10-12 22:06:55.306947,2020-10-12 22:51:55.306947
563,89,2020-10-11 22:06:55.306947,2020-10-11 22:51:55.306947
564,56,2020-10-10 22:06:55.306947,2020-10-10 22:51:55.306947
568,49,2020-10-06 22:06:55.306947,2020-10-06 22:51:55.306947
575,80,2020-09-29 22:06:55.306947,2020-09-29 22:51:55.306947
576,68,2020-09-28 22:06:55.306947,2020-09-28 22:51:55.306947
579,63,2020-09-25 22:06:55.306947,2020-09-25 22:51:55.306947
581,68,2020-09-23 22:06:55.306947,2020-09-23 22:51:55.306947
586,14,2020-09-18 22:06:55.306947,2020-09-18 22:51:55.306947
587,58,2020-09-17 22:06:55.306947,2020-09-17 22:51:55.306947
591,69,2020-09-13 22:06:55.306947,2020-09-13 22:51:55.306947
592,47,2020-09-12 22:06:55.306947,2020-09-12 22:51:55.306947
596,12,2020-09-08 22:06:55.306947,2020-09-08 22:51:55.306947
597,11,2020-09-07 22:06:55.306947,2020-09-07 22:51:55.306947
598,79,2020-09-06 22:06:55.306947,2020-09-06 22:51:55.306947
599,21,2020-09-05 22:06:55.306947,2020-09-05 22:51:55.306947
603,49,2020-09-01 22:06:55.306947,2020-09-01 22:51:55.306947
606,62,2020-08-29 22:06:55.306947,2020-08-29 22:51:55.306947
607,97,2020-08-28 22:06:55.306947,2020-08-28 22:51:55.306947
612,65,2020-08-23 22:06:55.306947,2020-08-23 22:51:55.306947
613,79,2020-08-22 22:06:55.306947,2020-08-22 22:51:55.306947
614,31,2020-08-21 22:06:55.306947,2020-08-21 22:51:55.306947
615,99,2020-08-20 22:06:55.306947,2020-08-20 22:51:55.306947
618,83,2020-08-17 22:06:55.306947,2020-08-17 22:51:55.306947
620,58,2020-08-15 22:06:55.306947,2020-08-15 22:51:55.306947
621,65,2020-08-14 22:06:55.306947,2020-08-14 22:51:55.306947
623,76,2020-08-12 22:06:55.306947,2020-08-12 22:51:55.306947
626,51,2020-08-09 22:06:55.306947,2020-08-09 22:51:55.306947
628,61,2020-08-07 22:06:55.306947,2020-08-07 22:51:55.306947
630,8,2020-08-05 22:06:55.306947,2020-08-05 22:51:55.306947
632,68,2020-08-03 22:06:55.306947,2020-08-03 22:51:55.306947
634,95,2020-08-01 22:06:55.306947,2020-08-01 22:51:55.306947
635,75,2020-07-31 22:06:55.306947,2020-07-31 22:51:55.306947
636,54,2020-07-30 22:06:55.306947,2020-07-30 22:51:55.306947
638,21,2020-07-28 22:06:55.306947,2020-07-28 22:51:55.306947
639,14,2020-07-27 22:06:55.306947,2020-07-27 22:51:55.306947
641,70,2020-07-25 22:06:55.306947,2020-07-25 22:51:55.306947
645,52,2020-07-21 22:06:55.306947,2020-07-21 22:51:55.306947
646,82,2020-07-20 22:06:55.306947,2020-07-20 22:51:55.306947
648,99,2020-07-18 22:06:55.306947,2020-07-18 22:51:55.306947
649,41,2020-07-17 22:06:55.306947,2020-07-17 22:51:55.306947
653,13,2020-07-13 22:06:55.306947,2020-07-13 22:51:55.306947
654,51,2020-07-12 22:06:55.306947,2020-07-12 22:51:55.306947
656,52,2020-07-10 22:06:55.306947,2020-07-10 22:51:55.306947
658,38,2020-07-08 22:06:55.306947,2020-07-08 22:51:55.306947
659,79,2020-07-07 22:06:55.306947,2020-07-07 22:51:55.306947
663,83,2020-07-03 22:06:55.306947,2020-07-03 22:51:55.306947
664,13,2020-07-02 22:06:55.306947,2020-07-02 22:51:55.306947
666,10,2020-06-30 22:06:55.306947,2020-06-30 22:51:55.306947
669,58,2020-06-27 22:06:55.306947,2020-06-27 22:51:55.306947
674,23,2020-06-22 22:06:55.306947,2020-06-22 22:51:55.306947
675,24,2020-06-21 22:06:55.306947,2020-06-21 22:51:55.306947
676,90,2020-06-20 22:06:55.306947,2020-06-20 22:51:55.306947
681,6,2020-06-15 22:06:55.306947,2020-06-15 22:51:55.306947
683,95,2020-06-13 22:06:55.306947,2020-06-13 22:51:55.306947
684,50,2020-06-12 22:06:55.306947,2020-06-12 22:51:55.306947
689,90,2020-06-07 22:06:55.306947,2020-06-07 22:51:55.306947
690,21,2020-06-06 22:06:55.306947,2020-06-06 22:51:55.306947
693,23,2020-06-03 22:06:55.306947,2020-06-03 22:51:55.306947
697,79,2020-05-30 22:06:55.306947,2020-05-30 22:51:55.306947
698,52,2020-05-29 22:06:55.306947,2020-05-29 22:51:55.306947
700,36,2020-05-27 22:06:55.306947,2020-05-27 22:51:55.306947
702,52,2020-05-25 22:06:55.306947,2020-05-25 22:51:55.306947
707,82,2020-05-20 22:06:55.306947,2020-05-20 22:51:55.306947
711,5,2020-05-16 22:06:55.306947,2020-05-16 22:51:55.306947
712,32,2020-05-15 22:06:55.306947,2020-05-15 22:51:55.306947
713,87,2020-05-14 22:06:55.306947,2020-05-14 22:51:55.306947
715,36,2020-05-12 22:06:55.306947,2020-05-12 22:51:55.306947
722,70,2020-05-05 22:06:55.306947,2020-05-05 22:51:55.306947
724,87,2020-05-03 22:06:55.306947,2020-05-03 22:51:55.306947
726,100,2020-05-01 22:06:55.306947,2020-05-01 22:51:55.306947
727,63,2020-04-30 22:06:55.306947,2020-04-30 22:51:55.306947
728,76,2020-04-29 22:06:55.306947,2020-04-29 22:51:55.306947
729,16,2020-04-28 22:06:55.306947,2020-04-28 22:51:55.306947
730,2,2020-04-27 22:06:55.306947,2020-04-27 22:51:55.306947
731,20,2020-04-26 22:06:55.306947,2020-04-26 22:51:55.306947
733,7,2020-04-24 22:06:55.306947,2020-04-24 22:51:55.306947
734,71,2020-04-23 22:06:55.306947,2020-04-23 22:51:55.306947
737,76,2020-04-20 22:06:55.306947,2020-04-20 22:51:55.306947
738,94,2020-04-19 22:06:55.306947,2020-04-19 22:51:55.306947
739,10,2020-04-18 22:06:55.306947,2020-04-18 22:51:55.306947
740,81,2020-04-17 22:06:55.306947,2020-04-17 22:51:55.306947
742,68,2020-04-15 22:06:55.306947,2020-04-15 22:51:55.306947
743,97,2020-04-14 22:06:55.306947,2020-04-14 22:51:55.306947
746,6,2020-04-11 22:06:55.306947,2020-04-11 22:51:55.306947
749,10,2020-04-08 22:06:55.306947,2020-04-08 22:51:55.306947
751,92,2020-04-06 22:06:55.306947,2020-04-06 22:51:55.306947
753,51,2020-04-04 22:06:55.306947,2020-04-04 22:51:55.306947
755,37,2020-04-02 22:06:55.306947,2020-04-02 22:51:55.306947
757,56,2020-03-31 22:06:55.306947,2020-03-31 22:51:55.306947
759,40,2020-03-29 22:06:55.306947,2020-03-29 22:51:55.306947
760,22,2020-03-28 22:06:55.306947,2020-03-28 22:51:55.306947
768,49,2020-03-20 22:06:55.306947,2020-03-20 22:51:55.306947
770,92,2020-03-18 22:06:55.306947,2020-03-18 22:51:55.306947
775,6,2020-03-13 22:06:55.306947,2020-03-13 22:51:55.306947
776,40,2020-03-12 22:06:55.306947,2020-03-12 22:51:55.306947
777,86,2020-03-11 22:06:55.306947,2020-03-11 22:51:55.306947
780,95,2020-03-08 22:06:55.306947,2020-03-08 22:51:55.306947
782,60,2020-03-06 22:06:55.306947,2020-03-06 22:51:55.306947
783,5,2020-03-05 22:06:55.306947,2020-03-05 22:51:55.306947
